frame_number,intended_vsync_ns,expected_start_ns,expected_end_ns,actual_present_ns,is_jank,delay_ms
4044686,253128881737583,253128881737583,253128898337583,253128885426351,0,-12.911232
4044693,253128898467180,253128898467180,253128915067180,253128902348511,0,-12.718669
4044700,253128915185061,253128915185061,253128931785061,253128918558432,0,-13.226629
4044707,253128931900793,253128931900793,253128948500793,253128935435547,0,-13.065246
4044714,253128948604810,253128948604810,253128965204810,253128952357138,0,-12.847672
4044721,253128965326073,253128965326073,253128981926073,253128968736898,0,-13.189175
4044728,253128982056498,253128982056498,253128998656498,253128985540731,0,-13.115767
4044735,253128998758006,253128998758006,253129015358006,253129001657390,0,-13.700616
4044742,253129015458600,253129015458600,253129032058600,253129018751384,0,-13.307216
4044749,253129032183926,253129032183926,253129048783926,253129036061483,0,-12.722443
4044756,253129048883437,253129048883437,253129065483437,253129052785929,0,-12.697508
4044763,253129065584682,253129065584682,253129082184682,253129069569174,0,-12.615508
4044770,253129082307478,253129082307478,253129098907478,253129085228882,0,-13.678596
4044777,253129099009173,253129099009173,253129115609173,253129102133139,0,-13.476034
4044784,253129115713450,253129115713450,253129132313450,253129119465413,0,-12.848037
4044791,253129132441389,253129132441389,253129149041389,253129136467489,0,-12.573900
4044864,253129332935965,253129332935965,253129349535965,253129340907756,0,-8.628209
4044877,253129349645697,253129349645697,253129366245697,253129352985921,0,-13.259776
4044890,253129366355471,253129366355471,253129382955471,253129369617717,0,-13.337754
4044903,253129383046658,253129383046658,253129399646658,253129386405396,0,-13.241262
4044916,253129399820913,253129399820913,253129416420913,253129402837932,0,-13.582981
4044929,253129416529397,253129416529397,253129433129397,253129419551596,0,-13.577801
4044942,253129433226880,253129433226880,253129449826880,253129436423747,0,-13.403133
4044955,253129449925958,253129449925958,253129466525958,253129453231121,0,-13.294837
4044968,253129466626665,253129466626665,253129483226665,253129470080445,0,-13.146220
4044981,253129483331169,253129483331169,253129499931169,253129486361451,0,-13.569718
4044994,253129500045843,253129500045843,253129516645843,253129503370402,0,-13.275441
4045007,253129516750123,253129516750123,253129533350123,253129520125286,0,-13.224837
4045020,253129533456088,253129533456088,253129550056088,253129536972860,0,-13.083228
4045033,253129550168250,253129550168250,253129566768250,253129553572144,0,-13.196106
4045046,253129566873141,253129566873141,253129583473141,253129570412598,0,-13.060543
4045059,253129583582087,253129583582087,253129600182087,253129586611533,0,-13.570554
4045072,253129600297086,253129600297086,253129616897086,253129603672609,0,-13.224477
4045085,253129617004617,253129617004617,253129633604617,253129620298708,0,-13.305909
4045098,253129633712282,253129633712282,253129650312282,253129637603069,0,-12.709213
4045111,253129650431800,253129650431800,253129667031800,253129653703166,0,-13.328634
4045124,253129667139432,253129667139432,253129683739432,253129670256958,0,-13.482474
4045137,253129683848565,253129683848565,253129700448565,253129687145793,0,-13.302772
4045150,253129700555843,253129700555843,253129717155843,253129703621501,0,-13.534342
4045163,253129717258256,253129717258256,253129733858256,253129720375570,0,-13.482686
4045176,253129733977396,253129733977396,253129750577396,253129737042603,0,-13.534793
4045189,253129750683766,253129750683766,253129767283766,253129754483358,0,-12.800408
4045202,253129767392859,253129767392859,253129783992859,253129770382285,0,-13.610574
4045221,253129784097441,253129784097441,253129800697441,253129787419393,0,-13.278048
4045228,253129800806998,253129800806998,253129817406998,253129803871584,0,-13.535414
4045235,253129817513141,253129817513141,253129834113141,253129820583782,0,-13.529359
4045242,253129834217253,253129834217253,253129850817253,253129837488364,0,-13.328889
4045249,253129850920821,253129850920821,253129867520821,253129854941529,0,-12.579292
4045256,253129867626402,253129867626402,253129884226402,253129871833944,0,-12.392458
4045263,253129884333705,253129884333705,253129900933705,253129887884726,0,-13.048979
4045270,253129901038767,253129901038767,253129917638767,253129904504517,0,-13.134250
4045277,253129917745126,253129917745126,253129934345126,253129921738364,0,-12.606762
4045284,253129934481480,253129934481480,253129951081480,253129938471315,0,-12.610165
4045291,253129951182747,253129951182747,253129967782747,253129954500326,0,-13.282421
4045298,253129967886205,253129967886205,253129984486205,253129971354981,0,-13.131224
4045305,253129984591420,253129984591420,253130001191420,253129988173992,0,-13.017428
4045312,253130001294575,253130001294575,253130017894575,253130004776408,0,-13.118167
4045319,253130017995973,253130017995973,253130034595973,253130021047812,0,-13.548161
4045326,253130034699109,253130034699109,253130051299109,253130038902630,0,-12.396479
4045333,253130051401477,253130051401477,253130068001477,253130055620077,0,-12.381400
4045340,253130068102937,253130068102937,253130084702937,253130071664633,0,-13.038304
4045347,253130084802825,253130084802825,253130101402825,253130087793417,0,-13.609408
4045354,253130101503320,253130101503320,253130118103320,253130105303183,0,-12.800137
4045361,253130118205849,253130118205849,253130134805849,253130121345215,0,-13.460634
4045368,253130134909868,253130134909868,253130151509868,253130137827353,0,-13.682515
4045375,253130151613885,253130151613885,253130168213885,253130154440023,0,-13.773862
4045382,253130168315271,253130168315271,253130184915271,253130172079590,0,-12.835681
4045389,253130185017963,253130185017963,253130201617963,253130188169231,0,-13.448732
4045396,253130201724184,253130201724184,253130218324184,253130205287192,0,-13.036992
4045403,253130218431816,253130218431816,253130235031816,253130221493695,0,-13.538121
4045410,253130235138406,253130235138406,253130251738406,253130238171266,0,-13.567140
4045417,253130251844076,253130251844076,253130268444076,253130255203289,0,-13.240787
4045424,253130268571023,253130268571023,253130285171023,253130272075074,0,-13.095949
4045431,253130285278093,253130285278093,253130301878093,253130288601198,0,-13.276895
4045438,253130301987561,253130301987561,253130318587561,253130305983156,0,-12.604405
4045445,253130318698217,253130318698217,253130335298217,253130321302207,0,-13.996010
4045452,253130335407558,253130335407558,253130352007558,253130339716228,0,-12.291330
4045459,253130352112837,253130352112837,253130368712837,253130356441325,0,-12.271512
4045466,253130368820581,253130368820581,253130385420581,253130372847535,0,-12.573046
4045473,253130385549930,253130385549930,253130402149930,253130389001141,0,-13.148789
4045480,253130402273935,253130402273935,253130418873935,253130406049520,0,-12.824415
4045487,253130419032987,253130419032987,253130435632987,253130421702761,0,-13.930226
4045494,253130435729781,253130435729781,253130452329781,253130438927043,0,-13.402738
4045561,253130619536733,253130619536733,253130636136733,253130625961590,0,-10.175143
4045574,253130636247953,253130636247953,253130652847953,253130639978394,0,-12.869559
4045587,253130652959133,253130652959133,253130669559133,253130656239788,0,-13.319345
4045600,253130669647385,253130669647385,253130686247385,253130672719606,0,-13.527779
4045613,253130686291199,253130686291199,253130702891199,253130690096315,0,-12.794884
4045626,253130702971241,253130702971241,253130719571241,253130706285239,0,-13.286002
4045639,253130719667030,253130719667030,253130736267030,253130722881268,0,-13.385762
4045652,253130736366728,253130736366728,253130752966728,253130739891685,0,-13.075043
4045665,253130753067939,253130753067939,253130769667939,253130756664430,0,-13.003509
4045678,253130769770508,253130769770508,253130786370508,253130772844931,0,-13.525577
4045691,253130786473226,253130786473226,253130803073226,253130789713055,0,-13.360171
4045704,253130803178020,253130803178020,253130819778020,253130806730023,0,-13.047997
4045717,253130819883703,253130819883703,253130836483703,253130823314658,0,-13.169045
4045730,253130836588048,253130836588048,253130853188048,253130840242961,0,-12.945087
4045743,253130853292079,253130853292079,253130869892079,253130856401694,0,-13.490385
4045756,253130869995796,253130869995796,253130886595796,253130873281821,0,-13.313975
4045769,253130886707775,253130886707775,253130903307775,253130889724285,0,-13.583490
4045782,253130903420052,253130903420052,253130920020052,253130906452720,0,-13.567332
4045795,253130920151144,253130920151144,253130936751144,253130923328207,0,-13.422937
4045808,253130936860026,253130936860026,253130953460026,253130940135743,0,-13.324283
4045821,253130953567055,253130953567055,253130970167055,253130956500449,0,-13.666606
4045834,253130970297199,253130970297199,253130986897199,253130973546836,0,-13.350363
4045847,253130987012088,253130987012088,253131003612088,253130990001832,0,-13.610256
4045860,253131003735801,253131003735801,253131020335801,253131007368612,0,-12.967189
4045873,253131020442336,253131020442336,253131037042336,253131023770306,0,-13.272030
4045886,253131037150454,253131037150454,253131053750454,253131040785198,0,-12.965256
4045899,253131053860816,253131053860816,253131070460816,253131057330202,0,-13.130614
4045918,253131070577095,253131070577095,253131087177095,253131074493694,0,-12.683401
4045925,253131087286968,253131087286968,253131103886968,253131090737184,0,-13.149784
4045932,253131104003304,253131104003304,253131120603304,253131107586183,0,-13.017121
4045939,253131120713442,253131120713442,253131137313442,253131125051719,0,-12.261723
4045946,253131137425985,253131137425985,253131154025985,253131140422325,0,-13.603660
4045953,253131154137604,253131154137604,253131170737604,253131157685914,0,-13.051690
4045960,253131170850301,253131170850301,253131187450301,253131173758668,0,-13.691633
4045967,253131187561249,253131187561249,253131204161249,253131190902792,0,-13.258457
4045974,253131204273936,253131204273936,253131220873936,253131207646079,0,-13.227857
4045981,253131220984466,253131220984466,253131237584466,253131223803427,0,-13.781039
4045988,253131237722365,253131237722365,253131254322365,253131240524416,0,-13.797949
4045995,253131254432993,253131254432993,253131271032993,253131257428101,0,-13.604892
4046002,253131271141425,253131271141425,253131287741425,253131274597698,0,-13.143727
4046009,253131287850849,253131287850849,253131304450849,253131290684368,0,-13.766481
4046016,253131304561243,253131304561243,253131321161243,253131308054648,0,-13.106595
4046023,253131321268284,253131321268284,253131337868284,253131324817750,0,-13.050534
4046030,253131338002718,253131338002718,253131354602718,253131341298260,0,-13.304458
4046037,253131354733139,253131354733139,253131371333139,253131358082358,0,-13.250781
4046050,253131371438348,253131371438348,253131388038348,253131375014854,0,-13.023494
4046063,253131388142457,253131388142457,253131404742457,253131391512779,0,-13.229678
4046070,253131404849824,253131404849824,253131421449824,253131408288250,0,-13.161574
4046077,253131421556816,253131421556816,253131438156816,253131425123415,0,-13.033401
4046084,253131438266149,253131438266149,253131454866149,253131441478762,0,-13.387387
4046091,253131454974138,253131454974138,253131471574138,253131458181561,0,-13.392577
4046098,253131471682706,253131471682706,253131488282706,253131475763551,0,-12.519155
4046105,253131488392800,253131488392800,253131504992800,253131492036012,0,-12.956788
4046112,253131505103460,253131505103460,253131521703460,253131508318809,0,-13.384651
4046119,253131521814749,253131521814749,253131538414749,253131525676393,0,-12.738356
4046126,253131538548382,253131538548382,253131555148382,253131541808677,0,-13.339705
4046133,253131555275747,253131555275747,253131571875747,253131559288332,0,-12.587415
4046140,253131571998206,253131571998206,253131588598206,253131575386680,0,-13.211526
4046147,253131588705509,253131588705509,253131605305509,253131592128583,0,-13.176926
4046154,253131605411498,253131605411498,253131622011498,253131609287396,0,-12.724102
4046161,253131622118147,253131622118147,253131638718147,253131624937705,0,-13.780442
4046168,253131638824219,253131638824219,253131655424219,253131642803916,0,-12.620303
4046175,253131655528727,253131655528727,253131672128727,253131659060549,0,-13.068178
4046182,253131672252022,253131672252022,253131688852022,253131675982179,0,-12.869843
4046189,253131688973775,253131688973775,253131705573775,253131692159670,0,-13.414105
4046196,253131705709447,253131705709447,253131722309447,253131709309613,0,-12.999834
4046203,253131722414238,253131722414238,253131739014238,253131726276207,0,-12.738031
4046270,253131906237065,253131906237065,253131922837065,253131913762901,0,-9.074164
4046283,253131922949892,253131922949892,253131939549892,253131926518068,0,-13.031824
4046296,253131939662882,253131939662882,253131956262882,253131943062908,0,-13.199974
4046309,253131956363344,253131956363344,253131972963344,253131960327556,0,-12.635788
4046322,253131973056237,253131973056237,253131989656237,253131977044557,0,-12.611680
4046335,253131989764394,253131989764394,253132006364394,253131993090416,0,-13.273978
4046348,253132006469815,253132006469815,253132023069815,253132009897829,0,-13.171986
4046361,253132023176310,253132023176310,253132039776310,253132026316408,0,-13.459902
4046374,253132039890188,253132039890188,253132056490188,253132043027304,0,-13.462884
4046387,253132056605122,253132056605122,253132073205122,253132060192465,0,-13.012657
4046400,253132073313473,253132073313473,253132089913473,253132076597699,0,-13.315774
4046413,253132090024369,253132090024369,253132106624369,253132093260459,0,-13.363910
4046426,253132106732041,253132106732041,253132123332041,253132109556520,0,-13.775521
4046439,253132123439460,253132123439460,253132140039460,253132127502321,0,-12.537139
4046452,253132140146469,253132140146469,253132156746469,253132143491660,0,-13.254809
4046465,253132156852765,253132156852765,253132173452765,253132160217531,0,-13.235234
4046478,253132173577108,253132173577108,253132190177108,253132176577435,0,-13.599673
4046491,253132190281124,253132190281124,253132206881124,253132193428387,0,-13.452737
4046504,253132206998472,253132206998472,253132223598472,253132210716554,0,-12.881918
4046517,253132223706581,253132223706581,253132240306581,253132226759849,0,-13.546732
4046530,253132240414529,253132240414529,253132257014529,253132243670616,0,-13.343913
4046543,253132257138583,253132257138583,253132273738583,253132260230471,0,-13.508112
4046556,253132273846847,253132273846847,253132290446847,253132277098839,0,-13.348008
4046569,253132290556351,253132290556351,253132307156351,253132294594689,0,-12.561662
4046582,253132307263785,253132307263785,253132323863785,253132310204021,0,-13.659764
4046595,253132323975086,253132323975086,253132340575086,253132327120812,0,-13.454274
4046608,253132340709600,253132340709600,253132357309600,253132344337486,0,-12.972114
4046627,253132357461904,253132357461904,253132374061904,253132361632286,0,-12.429618
4046634,253132374176713,253132374176713,253132390776713,253132377089601,0,-13.687112
4046641,253132390882050,253132390882050,253132407482050,253132394364463,0,-13.117587
4046648,253132407581636,253132407581636,253132424181636,253132410642702,0,-13.538934
4046655,253132424307677,253132424307677,253132440907677,253132427691490,0,-13.216187
4046662,253132441005447,253132441005447,253132457605447,253132444400230,0,-13.205217
4046669,253132457726554,253132457726554,253132474326554,253132461318035,0,-13.008519
4046676,253132474420405,253132474420405,253132491020405,253132477548545,0,-13.471860
4046683,253132491113629,253132491113629,253132507713629,253132494602663,0,-13.110966
4046690,253132507826130,253132507826130,253132524426130,253132511771852,0,-12.654278
4046697,253132524518759,253132524518759,253132541118759,253132527991417,0,-13.127342
4046704,253132541213278,253132541213278,253132557813278,253132544786501,0,-13.026777
4046711,253132557910440,253132557910440,253132574510440,253132561246544,0,-13.263896
4046718,253132574606905,253132574606905,253132591206905,253132577950971,0,-13.255934
4046725,253132591318161,253132591318161,253132607918161,253132594599815,0,-13.318346
4046732,253132608042831,253132608042831,253132624642831,253132612261843,0,-12.380988
4046739,253132624740262,253132624740262,253132641340262,253132629300213,0,-12.040049
4046746,253132641438265,253132641438265,253132658038265,253132645446698,0,-12.591567
4046753,253132658160558,253132658160558,253132674760558,253132661944745,0,-12.815813
4046760,253132674875798,253132674875798,253132691475798,253132678204186,0,-13.271612
4046767,253132691617712,253132691617712,253132708217712,253132695298342,0,-12.919370
4046774,253132708353309,253132708353309,253132724953309,253132711358075,0,-13.595234
4046781,253132725062138,253132725062138,253132741662138,253132728340252,0,-13.321886
4046788,253132741768538,253132741768538,253132758368538,253132745972089,0,-12.396449
4046795,253132758491578,253132758491578,253132775091578,253132762164879,0,-12.926699
4046802,253132775202319,253132775202319,253132791802319,253132779857099,0,-11.945220
4046809,253132791930191,253132791930191,253132808530191,253132795224490,0,-13.305701
4046816,253132808641408,253132808641408,253132825241408,253132812277713,0,-12.963695
4046823,253132825349729,253132825349729,253132841949729,253132829411990,0,-12.537739
4046830,253132842060595,253132842060595,253132858660595,253132845600711,0,-13.059884
4046837,253132858766596,253132858766596,253132875366596,253132862588503,0,-12.778093
4046844,253132875472041,253132875472041,253132892072041,253132878923057,0,-13.148984
4046851,253132892177845,253132892177845,253132908777845,253132895728314,0,-13.049531
4046858,253132908882528,253132908882528,253132925482528,253132912562706,0,-12.919822
4046865,253132925613870,253132925613870,253132942213870,253132928430748,0,-13.783122
4046872,253132942329400,253132942329400,253132958929400,253132945776613,0,-13.152787
4046879,253132959029694,253132959029694,253132975629694,253132962114220,0,-13.515474
4046886,253132975732615,253132975732615,253132992332615,253132979080568,0,-13.252047
4046893,253132992478627,253132992478627,253133009078627,253132996334393,0,-12.744234
4046900,253133009181115,253133009181115,253133025781115,253133013556032,0,-12.225083
4046979,253133209746315,253133209746315,253133226346315,253133213129396,0,-13.216919
4046992,253133226459760,253133226459760,253133243059760,253133229993533,0,-13.066227
4047005,253133243173163,253133243173163,253133259773163,253133246603233,0,-13.169930
4047018,253133259869396,253133259869396,253133276469396,253133263692264,0,-12.777132
4047031,253133276544270,253133276544270,253133293144270,253133279830894,0,-13.313376
4047044,253133293247216,253133293247216,253133309847216,253133296805219,0,-13.041997
4047057,253133309956953,253133309956953,253133326556953,253133313813438,0,-12.743515
4047070,253133326665266,253133326665266,253133343265266,253133330213992,0,-13.051274
4047083,253133343375398,253133343375398,253133359975398,253133346632164,0,-13.343234
4047096,253133360102028,253133360102028,253133376702028,253133363359785,0,-13.342243
4047109,253133376809039,253133376809039,253133393409039,253133380158369,0,-13.250670
4047122,253133393516224,253133393516224,253133410116224,253133396894046,0,-13.222178
4047135,253133410225644,253133410225644,253133426825644,253133413259524,0,-13.566120
4047148,253133426934614,253133426934614,253133443534614,253133430137982,0,-13.396632
4047161,253133443651752,253133443651752,253133460251752,253133446655520,0,-13.596232
4047174,253133460359843,253133460359843,253133476959843,253133463954145,0,-13.005698
4047187,253133477069152,253133477069152,253133493669152,253133480409996,0,-13.259156
4047200,253133493789900,253133493789900,253133510389900,253133496849043,0,-13.540857
4047213,253133510509266,253133510509266,253133527109266,253133513528486,0,-13.580780
4047226,253133527217815,253133527217815,253133543817815,253133530279015,0,-13.538800
4047239,253133543925614,253133543925614,253133560525614,253133547034222,0,-13.491392
4047252,253133560649933,253133560649933,253133577249933,253133564051476,0,-13.198457
4047265,253133577377024,253133577377024,253133593977024,253133581285607,0,-12.691417
4047278,253133594091606,253133594091606,253133610691606,253133597411909,0,-13.279697
4047291,253133610795870,253133610795870,253133627395870,253133614210777,0,-13.185093
4047304,253133627504401,253133627504401,253133644104401,253133630722578,0,-13.381823
4047317,253133644215148,253133644215148,253133660815148,253133647551110,0,-13.264038
4047336,253133660918370,253133660918370,253133677518370,253133664736371,0,-12.781999
4047343,253133677629930,253133677629930,253133694229930,253133681968713,0,-12.261217
4047350,253133694351820,253133694351820,253133710951820,253133697270835,0,-13.680985
4047357,253133711057485,253133711057485,253133727657485,253133714688764,0,-12.968721
4047364,253133727764604,253133727764604,253133744364604,253133731348025,0,-13.016579
4047371,253133744476502,253133744476502,253133761076502,253133748029788,0,-13.046714
4047378,253133761182585,253133761182585,253133777782585,253133765241173,0,-12.541412
4047385,253133777891071,253133777891071,253133794491071,253133781447187,0,-13.043884
4047392,253133794601057,253133794601057,253133811201057,253133797489057,0,-13.712000
4047399,253133811311238,253133811311238,253133827911238,253133814692955,0,-13.218283
4047406,253133828033162,253133828033162,253133844633162,253133831414391,0,-13.218771
4047413,253133844742568,253133844742568,253133861342568,253133848392744,0,-12.949824
4047420,253133861451215,253133861451215,253133878051215,253133864508629,0,-13.542586
4047427,253133878159306,253133878159306,253133894759306,253133880850100,0,-13.909206
4047434,253133894885366,253133894885366,253133911485366,253133898438927,0,-13.046439
4047441,253133911613827,253133911613827,253133928213827,253133915479983,0,-12.733844
4047448,253133928350555,253133928350555,253133944950555,253133931330651,0,-13.619904
4047455,253133945057851,253133945057851,253133961657851,253133948619509,0,-13.038342
4047462,253133961792160,253133961792160,253133978392160,253133965569868,0,-12.822292
4047469,253133978504882,253133978504882,253133995104882,253133983177249,0,-11.927633
4047476,253133995214096,253133995214096,253134011814096,253133998687788,0,-13.126308
4047483,253134011924508,253134011924508,253134028524508,253134015285199,0,-13.239309
4047490,253134028631614,253134028631614,253134045231614,253134031758386,0,-13.473228
4047497,253134045337100,253134045337100,253134061937100,253134049165611,0,-12.771489
4047504,253134062041230,253134062041230,253134078641230,253134065817426,0,-12.823804
4047511,253134078749781,253134078749781,253134095349781,253134083379926,0,-11.969855
4047518,253134095458691,253134095458691,253134112058691,253134098413576,0,-13.645115
4047525,253134112165230,253134112165230,253134128765230,253134116477786,0,-12.287444
4047532,253134128874995,253134128874995,253134145474995,253134132047814,0,-13.427181
4047539,253134145608609,253134145608609,253134162208609,253134148594445,0,-13.614164
4047546,253134162335690,253134162335690,253134178935690,253134167008141,0,-11.927549
4047553,253134179037980,253134179037980,253134195637980,253134181994917,0,-13.643063
4047560,253134195740721,253134195740721,253134212340721,253134199047570,0,-13.293151
4047567,253134212441386,253134212441386,253134229041386,253134216334272,0,-12.707114
4047574,253134229141950,253134229141950,253134245741950,253134232158613,0,-13.583337
4047581,253134245853705,253134245853705,253134262453705,253134249795209,0,-12.658496
4047588,253134262573199,253134262573199,253134279173199,253134266312625,0,-12.860574
4047595,253134279277201,253134279277201,253134295877201,253134282473799,0,-13.403402
4047602,253134296026694,253134296026694,253134312626694,253134299294965,0,-13.331729
4047675,253134479845405,253134479845405,253134496445405,253134483059330,0,-13.386075
4047688,253134496557943,253134496557943,253134513157943,253134499600590,0,-13.557353
4047701,253134513270683,253134513270683,253134529870683,253134516288170,0,-13.582513
4047714,253134529964176,253134529964176,253134546564176,253134533349775,0,-13.214401
4047727,253134546653181,253134546653181,253134563253181,253134549547285,0,-13.705896
4047740,253134563351432,253134563351432,253134579951432,253134566321536,0,-13.629896
4047753,253134580056186,253134580056186,253134596656186,253134583458825,0,-13.197361
4047766,253134596764894,253134596764894,253134613364894,253134600281578,0,-13.083316
4047779,253134613470196,253134613470196,253134630070196,253134616859948,0,-13.210248
4047792,253134630175890,253134630175890,253134646775890,253134633532515,0,-13.243375
4047805,253134646894263,253134646894263,253134663494263,253134650470300,0,-13.023963
4047818,253134663611238,253134663611238,253134680211238,253134667090742,0,-13.120496
4047831,253134680322870,253134680322870,253134696922870,253134683495772,0,-13.427098
4047844,253134697033692,253134697033692,253134713633692,253134700815352,0,-12.818340
4047857,253134713758947,253134713758947,253134730358947,253134716872317,0,-13.486630
4047870,253134730466817,253134730466817,253134747066817,253134733957563,0,-13.109254
4047883,253134747175642,253134747175642,253134763775642,253134750433557,0,-13.342085
4047896,253134763885313,253134763885313,253134780485313,253134767019128,0,-13.466185
4047909,253134780594246,253134780594246,253134797194246,253134783680748,0,-13.513498
4047922,253134797317762,253134797317762,253134813917762,253134800437463,0,-13.480299
4047935,253134814031419,253134814031419,253134830631419,253134817432905,0,-13.198514
4047948,253134830743628,253134830743628,253134847343628,253134834060265,0,-13.283363
4047961,253134847456916,253134847456916,253134864056916,253134851046145,0,-13.010771
4047974,253134864171008,253134864171008,253134880771008,253134867873376,0,-12.897632
4047987,253134880879841,253134880879841,253134897479841,253134884225142,0,-13.254699
4048000,253134897619381,253134897619381,253134914219381,253134901567875,0,-12.651506
4048013,253134914325823,253134914325823,253134930925823,253134917587324,0,-13.338499
4048032,253134931035792,253134931035792,253134947635792,253134934425540,0,-13.210252
4048039,253134947748806,253134947748806,253134964348806,253134951688195,0,-12.660611
4048046,253134964452614,253134964452614,253134981052614,253134967998295,0,-13.054319
4048053,253134981155714,253134981155714,253134997755714,253134984734337,0,-13.021377
4048060,253134997859034,253134997859034,253135014459034,253135001664025,0,-12.795009
4048067,253135014563290,253135014563290,253135031163290,253135017518803,0,-13.644487
4048074,253135031266014,253135031266014,253135047866014,253135035494632,0,-12.371382
4048081,253135047984494,253135047984494,253135064584494,253135051787764,0,-12.796730
4048088,253135064698984,253135064698984,253135081298984,253135069296472,0,-12.002512
4048095,253135081402918,253135081402918,253135098002918,253135085102624,0,-12.900294
4048102,253135098108668,253135098108668,253135114708668,253135101335737,0,-13.372931
4048109,253135114811839,253135114811839,253135131411839,253135118070031,0,-13.341808
4048116,253135131513303,253135131513303,253135148113303,253135136028812,0,-12.084491
4048123,253135148242312,253135148242312,253135164842312,253135152229943,0,-12.612369
4048130,253135164938810,253135164938810,253135181538810,253135170439700,0,-11.099110
4048137,253135181634019,253135181634019,253135198234019,253135184556237,0,-13.677782
4048144,253135198349602,253135198349602,253135214949602,253135201920902,0,-13.028700
4048151,253135215067676,253135215067676,253135231667676,253135218226199,0,-13.441477
4048158,253135231779619,253135231779619,253135248379619,253135235297733,0,-13.081886
4048165,253135248473069,253135248473069,253135265073069,253135252032636,0,-13.040433
4048172,253135265174129,253135265174129,253135281774129,253135269053226,0,-12.720903
4048179,253135281890225,253135281890225,253135298490225,253135285986617,0,-12.503608
4048186,253135298612462,253135298612462,253135315212462,253135302326785,0,-12.885677
4048193,253135315327405,253135315327405,253135331927405,253135318458581,0,-13.468824
4048200,253135332019130,253135332019130,253135348619130,253135335391117,0,-13.228013
4048207,253135348709204,253135348709204,253135365309204,253135351976240,0,-13.332964
4048214,253135365421965,253135365421965,253135382021965,253135368423872,0,-13.598093
4048221,253135382108344,253135382108344,253135398708344,253135385293012,0,-13.415332
4048228,253135398804214,253135398804214,253135415404214,253135402540653,0,-12.863561
4048235,253135415520905,253135415520905,253135432120905,253135419375045,0,-12.745860
4048242,253135432211533,253135432211533,253135448811533,253135435542769,0,-13.268764
4048249,253135448902363,253135448902363,253135465502363,253135452889163,0,-12.613200
4048256,253135465591150,253135465591150,253135482191150,253135469756392,0,-12.434758
4048263,253135482319623,253135482319623,253135498919623,253135486440027,0,-12.479596
4048270,253135499008587,253135499008587,253135515608587,253135502385583,0,-13.223004
4048277,253135515697308,253135515697308,253135532297308,253135519493533,0,-12.803775
4048284,253135532401419,253135532401419,253135549001419,253135535828942,0,-13.172477
4048291,253135549108638,253135549108638,253135565708638,253135552417892,0,-13.290746
4048298,253135565828603,253135565828603,253135582428603,253135569716515,0,-12.712088
4048383,253135782967889,253135782967889,253135799567889,253135786448856,0,-13.119033
4048396,253135799671216,253135799671216,253135816271216,253135803351688,0,-12.919528
4048409,253135816374624,253135816374624,253135832974624,253135819613854,0,-13.360770
4048422,253135833092507,253135833092507,253135849692507,253135836070967,0,-13.621540
4048435,253135849795528,253135849795528,253135866395528,253135853594852,0,-12.800676
4048448,253135866491183,253135866491183,253135883091183,253135869414230,0,-13.676953
4048461,253135883192407,253135883192407,253135899792407,253135886353886,0,-13.438521
4048474,253135899938683,253135899938683,253135916538683,253135903213180,0,-13.325503
4048487,253135916663415,253135916663415,253135933263415,253135920089522,0,-13.173893
4048500,253135933359224,253135933359224,253135949959224,253135936325157,0,-13.634067
4048513,253135950065672,253135950065672,253135966665672,253135953657882,0,-13.007790
4048526,253135966765063,253135966765063,253135983365063,253135969955855,0,-13.409208
4048539,253135983466988,253135983466988,253136000066988,253135986491581,0,-13.575407
4048552,253136000170006,253136000170006,253136016770006,253136003661666,0,-13.108340
4048565,253136016879119,253136016879119,253136033479119,253136020729333,0,-12.749786
4048578,253136033584115,253136033584115,253136050184115,253136037315800,0,-12.868315
4048591,253136050288277,253136050288277,253136066888277,253136053458011,0,-13.430266
4048604,253136066991823,253136066991823,253136083591823,253136070091923,0,-13.499900
4048617,253136083700098,253136083700098,253136100300098,253136086565433,0,-13.734665
4048630,253136100414535,253136100414535,253136117014535,253136104062057,0,-12.952478
4048643,253136117118184,253136117118184,253136133718184,253136120616825,0,-13.101359
4048656,253136133837207,253136133837207,253136150437207,253136137161666,0,-13.275541
4048669,253136150562403,253136150562403,253136167162403,253136153951746,0,-13.210657
4048682,253136167270873,253136167270873,253136183870873,253136170679976,0,-13.190897
4048695,253136183970328,253136183970328,253136200570328,253136187156498,0,-13.413830
4048708,253136200673571,253136200673571,253136217273571,253136204214116,0,-13.059455
4048727,253136217410412,253136217410412,253136234010412,253136220565800,0,-13.444612
4048734,253136234119202,253136234119202,253136250719202,253136237445521,0,-13.273681
4048741,253136250840586,253136250840586,253136267440586,253136255141850,0,-12.298736
4048748,253136267547407,253136267547407,253136284147407,253136271458744,0,-12.688663
4048755,253136284252052,253136284252052,253136300852052,253136287460331,0,-13.391721
4048762,253136300957080,253136300957080,253136317557080,253136303983606,0,-13.573474
4048769,253136317683481,253136317683481,253136334283481,253136320875290,0,-13.408191
4048776,253136334388844,253136334388844,253136350988844,253136339227665,0,-11.761179
4048783,253136351095321,253136351095321,253136367695321,253136354744999,0,-12.950322
4048790,253136367805668,253136367805668,253136384405668,253136371558598,0,-12.847070
4048797,253136384517750,253136384517750,253136401117750,253136388191695,0,-12.926055
4048804,253136401224308,253136401224308,253136417824308,253136405416631,0,-12.407677
