rank,event,tid,comm,count,relevant_to_game_pipeline,first_ts_ns,last_ts_ns,duration_ms
37,BINDER_CALL,2479,HwBinder:2214_1,2,True,273119603972714,273119604911801,0.939
38,FUTEX_WAIT,16061,sgame:estPlugin,2,True,273140999491360,273141000224840,0.733
39,FUTEX_WAIT,15364,cent.tmgp.sgame,1,True,273108961285168,273108961285168,0.0
40,FUTEX_WAIT,2479,HwBinder:2214_1,1,True,273119601706438,273119601706438,0.0
41,FUTEX_WAIT,15533,Job.worker 0,42631,False,273100353813077,273159845559770,59491.747
42,FUTEX_WAIT,15534,Job.worker 1,39799,False,273100353835498,273159845567826,59491.732
43,FUTEX_WAIT,16798,binder:981_5,12425,False,273100354581713,273159844442989,59489.861
44,FUTEX_WAIT,16743,Thread-57623,12308,False,273100356196093,273159842813269,59486.617
45,FUTEX_WAIT,15904,Thread-5268,11483,False,273100352327726,273159841802201,59489.474
46,BINDER_CALL,1982,android.hardwar,7312,False,273100351062955,273159839982703,59488.92
47,FUTEX_WAIT,1021,android.hardwar,6987,False,273100363898242,273159833193070,59469.295
48,FUTEX_WAIT,1522,UsfTransport,6920,False,273100363814746,273159833077348,59469.263
49,FUTEX_WAIT,15793,Thread-1987,5896,False,273100361519091,273159844525224,59483.006
50,FUTEX_WAIT,29269,Reade2-V2,5844,False,273100354409920,273159838517208,59484.107
51,FUTEX_WAIT,678,app,5307,False,273100366760546,273159840655432,59473.895
52,FUTEX_WAIT,15550,mali-cmar-backe,4696,False,273100353970467,273159832229732,59478.259
53,FUTEX_WAIT,15800,NativeThread,4294,False,273100356701953,273159843276567,59486.575
54,FUTEX_WAIT,707,BckgrndExec HP,3881,False,273100352910693,273159819208818,59466.298
55,FUTEX_WAIT,677,TimerDispatch,3862,False,273100366614957,273159834076575,59467.462
56,FUTEX_WAIT,1020,UsfHalWorker,3567,False,273100363901009,273159833173946,59469.273
57,BINDER_CALL,15573,Thread-72,3559,False,273100350434456,273159834398718,59483.964
58,FUTEX_WAIT,1799,SensorService,3425,False,273100364158129,273159833325069,59469.167
59,FUTEX_WAIT,15558,GThreadManager,3268,False,273100367339607,273159833548987,59466.209
60,BINDER_CALL,2224,s.nexuslauncher,2923,False,273100350780769,273159840313879,59489.533
61,FUTEX_WAIT,16801,AAudio_2,2898,False,273100367671720,273159837642818,59469.971
62,FUTEX_WAIT,16994,GPU completion,2877,False,273100356756884,273159836492590,59479.736
63,FUTEX_WAIT,15577,CoreThread,2595,False,273100361863370,273159813380896,59451.518
64,BINDER_CALL,16798,binder:981_5,2356,False,273100384763842,273159809651851,59424.888
65,FUTEX_WAIT,15556,GThreadProcess,1977,False,273100397545336,273159823690181,59426.145
66,FUTEX_WAIT,2041,android.hardwar,1952,False,273100352764737,273159818970455,59466.206
67,FUTEX_WAIT,15555,Thread-5305,1918,False,273100397649747,273159823644609,59425.995
68,FUTEX_WAIT,16757,1,1909,False,273100353569506,273159833151485,59479.582
69,BINDER_CALL,707,BckgrndExec HP,1902,False,273100371042936,273159819064897,59448.022
70,FUTEX_WAIT,638,DisplayHints,1844,False,273100369882210,273159818555090,59448.673
71,FUTEX_WAIT,2531,android.hardwar,1230,False,273100628213265,273159313607173,58685.394
72,FUTEX_WAIT,2530,android.hardwar,1230,False,273100628697599,273159314227738,58685.53
73,FUTEX_WAIT,15418,Thread-14,1188,False,273100360221972,273159770603145,59410.381
74,FUTEX_WAIT,29273,Playe2-V2,1186,False,273100361127205,273159803060584,59441.933
75,FUTEX_WAIT,681,RegSampIdle,1184,False,273100360528124,273159834582068,59474.054
76,FUTEX_WAIT,2512,Thread-26,681,False,273100628810066,273159314002722,58685.193
77,FUTEX_WAIT,680,RegionSampling,680,False,273100360632861,273159834638180,59474.005
78,FUTEX_WAIT,2256,binder:2200_2,644,False,273100628523527,273159313939937,58685.416
79,BINDER_CALL,2530,android.hardwar,615,False,273100628357796,273159313739050,58685.381
80,BINDER_CALL,2256,binder:2200_2,615,False,273100628608488,273159314025956,58685.417
81,FUTEX_WAIT,15541,mali-mem-purge,600,False,273100437310148,273159828562455,59391.252
82,BINDER_CALL,15581,APM-Routine,580,False,273100604474007,273158896473221,58291.999
83,FUTEX_WAIT,897,statsd.writer,568,False,273100485173510,273159813061112,59327.888
84,FUTEX_WAIT,1982,android.hardwar,548,False,273103902978810,273159839896358,55936.918
85,FUTEX_WAIT,2006,classifier_pool,547,False,273103903046071,273159813521887,55910.476
86,FUTEX_WAIT,1289,system_server,529,False,273100484875862,273159813009151,59328.133
87,FUTEX_WAIT,682,TouchTimer,525,False,273100402295499,273159790624426,59388.329
88,FUTEX_WAIT,899,statsd.reader,520,False,273100485226977,273159813139400,59327.912
89,BINDER_CALL,1209,system_server,519,False,273100426813647,273159792341996,59365.528
90,FUTEX_WAIT,29263,Playe2-V1,298,False,273100385653572,273159837187944,59451.534
91,BINDER_CALL,1742,binder:1385_2,270,False,273103782425831,273159812805945,56030.38
92,BINDER_CALL,4272,binder:1209_1C,263,False,273100362047045,273122395723082,22033.676
93,FUTEX_WAIT,737,adpf_handler0,257,False,273100553144620,273159820329423,59267.185
94,FUTEX_WAIT,17480,NPTH-AnrInfoPol,238,False,273100404624031,273159543996252,59139.372
95,FUTEX_WAIT,2459,mali-cmar-backe,228,False,273101975652434,273157931516556,55955.864
96,BINDER_CALL,2374,binder:1209_B,199,False,273139489939683,273158896633052,19406.693
97,FUTEX_WAIT,29262,AOutle2-V1,198,False,273100538769783,273159668082760,59129.313
98,BINDER_CALL,2891,binder:1209_14,188,False,273122395771259,273139489784573,17094.013
99,BINDER_CALL,4273,binder:1209_1D,187,False,273100349984708,273114899378148,14549.393
100,FUTEX_WAIT,18042,pixel.dcservice,177,False,273110481166476,273117665386694,7184.22
101,FUTEX_WAIT,16749,Apollo-Lwip,165,False,273103833153574,273159643976925,55810.823
102,BINDER_CALL,1988,ndroid.systemui,141,False,273101949987639,273158665045731,56715.058
103,FUTEX_WAIT,15581,APM-Routine,122,False,273100606346199,273158896739660,58290.393
104,FUTEX_WAIT,15797,AK::IOThread,122,False,273101777097095,273159588751298,57811.654
105,BINDER_CALL,4164,binder:1209_17,120,False,273138798434068,273159543865434,20745.431
106,BINDER_CALL,17480,NPTH-AnrInfoPol,119,False,273100404273160,273159543459550,59139.186
107,FUTEX_WAIT,15862,Apollo-CallBack,119,False,273100801111946,273159820497107,59019.385
108,FUTEX_WAIT,679,appSf,115,False,273100366703865,273118156919491,17790.216
109,FUTEX_WAIT,1988,ndroid.systemui,115,False,273101973278125,273157910855545,55937.577
110,BINDER_CALL,2875,binder:1209_10,103,False,273119512752499,273137785553778,18272.801
111,BINDER_CALL,1861,WifiHandlerThre,95,False,273100414722420,273158990446203,58575.724
112,FUTEX_WAIT,2481,binder:1988_4,91,False,273101994865894,273157950101110,55955.235
113,FUTEX_WAIT,2891,binder:1209_14,90,False,273124746214375,273138540284654,13794.07
114,FUTEX_WAIT,2374,binder:1209_B,89,False,273140282388211,273158983104366,18700.716
115,FUTEX_WAIT,652,RenderEngine,84,False,273100688118619,273108447150077,7759.031
116,BINDER_CALL,937,android.hardwar,84,False,273102609593392,273158893612137,56284.019
117,BINDER_CALL,4165,binder:1209_18,84,False,273105205249440,273117683905167,12478.656
118,FUTEX_WAIT,661,mali-mem-purge,78,False,273100688235400,273109245946871,8557.711
119,FUTEX_WAIT,18056,BG Thread #0,72,False,273110624602185,273117909662085,7285.06
120,FUTEX_WAIT,16883,AITrailThread,69,False,273100502302294,273158936239986,58433.938
121,BINDER_CALL,4169,binder:1209_1B,68,False,273122396100971,273128395656760,5999.556
122,FUTEX_WAIT,4272,binder:1209_1C,64,False,273102223274016,273119499176205,17275.902
123,FUTEX_WAIT,15798,NativeThread,61,False,273103165168832,273153592255323,50427.086
124,FUTEX_WAIT,18067,BG Thread #2,61,False,273114820441095,273117909304663,3088.864
125,FUTEX_WAIT,17401,RxSchedulerPurg,60,False,273100400200528,273159400225338,59000.025
126,FUTEX_WAIT,17415,wvcdm::Timer::I,60,False,273100612782031,273159635384273,59022.602
127,FUTEX_WAIT,15575,1,60,False,273100802324959,273159802382076,59000.057
128,FUTEX_WAIT,15576,1,60,False,273100803319588,273159803368486,59000.049
129,FUTEX_WAIT,22261,gcd-gc,59,False,273100925535368,273158972206701,58046.671
130,FUTEX_WAIT,22405,mars::22405,58,False,273128389981182,273136455733831,8065.753
131,FUTEX_WAIT,2450,mali-mem-purge,54,False,273100424125577,273158783498368,58359.373
132,FUTEX_WAIT,15918,Thread-5277,53,False,273101200356779,273158871605139,57671.248
133,FUTEX_WAIT,2614,binder:1988_6,52,False,273102262503630,273107291851940,5029.348
134,FUTEX_WAIT,18064,Lite Thread #1,52,False,273114741474950,273117892481665,3151.007
135,BINDER_CALL,18060,GoogleApiHandle,51,False,273110709195284,273117718997249,7009.802
136,FUTEX_WAIT,4164,binder:1209_17,51,False,273143182469511,273159812926591,16630.457
137,BINDER_CALL,1402,android.ui,50,False,273105203280283,273159808586503,54605.306
138,FUTEX_WAIT,2875,binder:1209_10,47,False,273119523274431,273138203243109,18679.969
139,FUTEX_WAIT,22090,[GT]TP#Internal,44,False,273102053227222,273158333107173,56279.88
140,BINDER_CALL,1488,ActivityManager,44,False,273110403770846,273157852098221,47448.327
141,FUTEX_WAIT,1861,WifiHandlerThre,43,False,273100484752327,273158990585526,58505.833
142,BINDER_CALL,2322,binder:1209_8,43,False,273118692313656,273122395714048,3703.4
143,FUTEX_WAIT,4165,binder:1209_18,41,False,273105205470998,273117974422339,12768.951
144,FUTEX_WAIT,18059,BG Thread #1,41,False,273110686344292,273114903753677,4217.409
145,FUTEX_WAIT,18060,GoogleApiHandle,41,False,273110700535698,273117687565283,6987.03
146,FUTEX_WAIT,1523,PowerManagerSer,39,False,273104005849334,273159792272091,55786.423
147,FUTEX_WAIT,15539,BatchDeleteObje,39,False,273107583586478,273155535053623,47951.467
148,BINDER_CALL,1407,android.anim,38,False,273100350657722,273118124700130,17774.042
149,FUTEX_WAIT,15917,Thread-5278,36,False,273101177235970,273158847952063,57670.716
150,FUTEX_WAIT,17436,RxSingleSchedul,36,False,273105278221323,273155278609247,50000.388
151,FUTEX_WAIT,1402,android.ui,35,False,273103967725962,273159210966752,55243.241
152,FUTEX_WAIT,22368,[GT]TP#Internal,34,False,273101208133187,273159208868038,58000.735
153,FUTEX_WAIT,15772,Thread-1983,34,False,273101660145760,273159724345740,58064.2
154,BINDER_CALL,12576,binder:11388_9,33,False,273100353203214,273117714303564,17361.1
155,FUTEX_WAIT,4169,binder:1209_1B,33,False,273122396064919,273138203242783,15807.178
156,BINDER_CALL,15065,mars::15065,33,False,273128439470114,273128527509787,88.04
157,FUTEX_WAIT,22395,mars::comm,32,False,273112383723687,273128487248841,16103.525
158,FUTEX_WAIT,14961,lowpool[390],31,False,273100376439583,273120580576311,20204.137
159,FUTEX_WAIT,670,mali-cmar-backe,31,False,273100688127124,273108446780936,7758.654
160,BINDER_CALL,9791,binder:2214_C,30,False,273100360799934,273119514990170,19154.19
161,FUTEX_WAIT,17857,tp-io-1242,30,False,273104916405812,273159535194820,54618.789
162,FUTEX_WAIT,17464,a-turbo-pool-1-,30,False,273105428285207,273155436159580,50007.874
163,FUTEX_WAIT,14085,lowpool[385],29,False,273100377014656,273141247496040,40870.481
164,FUTEX_WAIT,1488,ActivityManager,29,False,273105202465139,273157851912633,52649.447
165,FUTEX_WAIT,1800,AlarmManager,29,False,273110402363050,273157849404048,47447.041
166,FUTEX_WAIT,2700,NodeLooperThrea,28,False,273101973397103,273157916719193,55943.322
167,BINDER_CALL,18042,pixel.dcservice,28,False,273110530197278,273115916411514,5386.214
168,FUTEX_WAIT,22729,mars::22729,28,False,273112382488539,273128487178651,16104.69
169,BINDER_CALL,1051,binder:975_2,28,False,273116487550715,273158964973913,42477.423
170,BINDER_CALL,1682,binder:955_1,28,False,273119498650692,273153213431145,33714.78
171,FUTEX_WAIT,3116,Thread-4,28,False,273132098311302,273132109303937,10.993
172,BINDER_CALL,1049,binder:975_1,27,False,273100459246997,273152817420972,52358.174
173,FUTEX_WAIT,1589,TimerThread,26,False,273101799570809,273159403453121,57603.882
174,FUTEX_WAIT,2322,binder:1209_8,26,False,273117973981177,273119806268816,1832.288
175,BINDER_CALL,15800,NativeThread,24,False,273101799360116,273156403478713,54604.119
176,BINDER_CALL,28111,StateService,24,False,273101916290292,273156973223994,55056.934
177,BINDER_CALL,971,ChreMsgHandler,24,False,273103095854094,273153213738925,50117.885
178,FUTEX_WAIT,24676,binder:1988_E,23,False,273102193057341,273107357758393,5164.701
179,FUTEX_WAIT,4273,binder:1209_1D,22,False,273100775071093,273114852060562,14076.989
180,FUTEX_WAIT,15771,Thread-57919,22,False,273101660653410,273143701401396,42040.748
181,FUTEX_WAIT,2653,binder:975_2,22,False,273120565958676,273155892336501,35326.378
182,BINDER_CALL,14961,lowpool[390],21,False,273100360657763,273120545078305,20184.421
183,BINDER_CALL,13065,wpa_supplicant,20,False,273100484085131,273158989146276,58505.061
184,BINDER_CALL,28122,WifiScorerServi,20,False,273100486149829,273158991258825,58505.109
185,FUTEX_WAIT,16799,binder:981_5,20,False,273100940124967,273157943122879,57002.998
186,FUTEX_WAIT,17497,npth_profiler,20,False,273101787171029,273158791957352,57004.786
187,BINDER_CALL,930,binder:891_2,19,False,273100376391446,273154745013462,54368.622
188,BINDER_CALL,1859,NetworkPolicy,19,False,273105346362966,273119907539771,14561.177
189,FUTEX_WAIT,17466,Thread-4,19,False,273105428350881,273155436161045,50007.81
190,BINDER_CALL,18064,Lite Thread #1,19,False,273114727133437,273117887792700,3160.659
191,FUTEX_WAIT,1770,eduling.default,18,False,273110403884575,273138401051377,27997.167
192,FUTEX_WAIT,1397,atchdog.monitor,17,False,273110574901949,273155575951451,45001.05
193,FUTEX_WAIT,5465,Thread-5,17,False,273132098276431,273132105490298,7.214
194,BINDER_CALL,11398,binder:11388_2,16,False,273100355902880,273117715194189,17359.291
195,FUTEX_WAIT,14610,lowpool[387],16,False,273100376716194,273114862458592,14485.742
196,FUTEX_WAIT,2615,binder:1988_7,16,False,273101994814746,273102177486744,182.672
197,FUTEX_WAIT,1051,binder:975_2,16,False,273120571835467,273155891677362,35319.842
198,FUTEX_WAIT,22811,GPU completion,15,False,273102231542896,273107208480398,4976.938
199,FUTEX_WAIT,1209,system_server,15,False,273107117169282,273157850501907,50733.333
200,FUTEX_WAIT,2026,binder:1988_3,15,False,273107242666962,273157950044184,50707.377
201,FUTEX_WAIT,18069,Blocking Thread,15,False,273114855349787,273117686622941,2831.273
202,FUTEX_WAIT,14979,lowpool[391],15,False,273114862544489,273141240889798,26378.345
203,FUTEX_WAIT,20540,BG Thread #2,15,False,273121395706805,273121534322813,138.616
204,BINDER_CALL,1399,android.fg,15,False,273140987881090,273140993797472,5.916
205,FUTEX_WAIT,15771,Thread-57923,15,False,273145929166045,273159724344031,13795.178
206,BINDER_CALL,1532,UsfTransport,14,False,273103095152719,273153205360548,50110.208
207,FUTEX_WAIT,20541,BG Thread #3,14,False,273121343043800,273121411415382,68.372
208,FUTEX_WAIT,3113,Thread-3,14,False,273132108397891,273132109200666,0.803
209,FUTEX_WAIT,22213,mars::22213,13,False,273112650666314,273138569443793,25918.777
210,FUTEX_WAIT,18070,Blocking Thread,13,False,273114858164688,273117643392879,2785.228
211,BINDER_CALL,18067,BG Thread #2,13,False,273114898632420,273117906044816,3007.412
212,BINDER_CALL,1866,WifiScanningSer,13,False,273119529924618,273120497793108,967.868
213,BINDER_CALL,22349,tencent.mm:push,13,False,273128400307964,273129437156394,1036.848
214,BINDER_CALL,16792,mna-scheduled-w,12,False,273101882691293,273156887884923,55005.194
215,FUTEX_WAIT,16792,mna-scheduled-w,12,False,273101883391651,273156888432368,55005.041
216,FUTEX_WAIT,15419,TDM-report-2,12,False,273101941653898,273156957345250,55015.691
217,FUTEX_WAIT,711,android.hardwar,12,False,273102222849089,273153621475620,51398.627
218,FUTEX_WAIT,1499,batterystats-ha,12,False,273105203140350,273147508362132,42305.222
219,FUTEX_WAIT,9188,highpool[19],12,False,273110868558118,273120545059425,9676.501
220,BINDER_CALL,14085,lowpool[385],12,False,273117719860083,273141235997586,23516.138
221,FUTEX_WAIT,15801,Thread-11098,12,False,273122437054950,273152481810010,30044.755
222,FUTEX_WAIT,22812,RE Completion,11,False,273100690763842,273108447177705,7756.414
223,BINDER_CALL,32512,binder:981_B,11,False,273101799629728,273139489518703,37689.889
224,BINDER_CALL,17407,tea_logger,11,False,273105279266123,273155279421869,50000.156
225,FUTEX_WAIT,1786,CachedAppOptimi,11,False,273110234479586,273124935738464,14701.259
226,BINDER_CALL,11434,GoogleLocationS,11,False,273119296725562,273120506498024,1209.772
227,BINDER_CALL,962,android.hardwar,10,False,273100350148649,273143791207141,43441.058
228,FUTEX_WAIT,11409,GlobalScheduler,10,False,273100549598722,273131370299461,30820.701
229,FUTEX_WAIT,8519,RxSchedulerPurg,10,False,273100965352995,273109968112887,9002.76
230,FUTEX_WAIT,18046,HeapTaskDaemon,10,False,273110491677828,273115477364924,4985.687
231,FUTEX_WAIT,2307,ReferenceQueueD,10,False,273112151163303,273112154582045,3.419
232,BINDER_CALL,11412,WearableChimera,10,False,273114829607518,273114849171605,19.564
233,FUTEX_WAIT,18071,BG Thread #3,10,False,273114878907485,273117909398616,3030.491
234,FUTEX_WAIT,20513,Scheduler Threa,10,False,273121291218361,273121523681252,232.463
235,BINDER_CALL,4225,binder:981_6,10,False,273122394917377,273156403390823,34008.473
236,FUTEX_WAIT,15065,mars::15065,10,False,273128411176332,273128486841818,75.665
237,BINDER_CALL,1545,android.hardwar,10,False,273140983854804,273150000425203,9016.57
238,FUTEX_WAIT,13036,RxSchedulerPurg,9,False,273101310243131,273109310107963,7999.865
239,FUTEX_WAIT,2448,BckgrndExec LP,9,False,273102240394174,273118141002336,15900.608
240,BINDER_CALL,955,binder:955_3,9,False,273103096457081,273119496200863,16399.744
241,FUTEX_WAIT,971,ChreMsgHandler,9,False,273103097049854,273153214221998,50117.172
242,BINDER_CALL,540,servicemanager,9,False,273110513511121,273141016456530,30502.945
243,FUTEX_WAIT,2306,HeapTaskDaemon,9,False,273112117201470,273117151388891,5034.187
244,FUTEX_WAIT,15807,Thread-57921,9,False,273112452284356,273143623846953,31171.563
245,FUTEX_WAIT,22183,mars::comm,9,False,273112650821587,273138569512600,25918.691
246,FUTEX_WAIT,11407,GoogleApiHandle,9,False,273114782625381,273131398189679,16615.564
247,FUTEX_WAIT,2084,HeapTaskDaemon,9,False,273138252461289,273143346688953,5094.228
248,BINDER_CALL,1486,android.bg,9,False,273141984349597,273150000045849,8015.696
249,FUTEX_WAIT,17973,Shutdown thread,8,False,273100352529060,273100353094083,0.565
250,FUTEX_WAIT,1532,UsfTransport,8,False,273103095434010,273153205635247,50110.201
251,BINDER_CALL,891,binder:891_3,8,False,273105206759328,273137422584091,32215.825
252,FUTEX_WAIT,1409,watchdog,8,False,273110574538424,273155575476963,45000.939
253,BINDER_CALL,1543,binder:589_4,8,False,273113135557712,273153205477003,40069.919
254,BINDER_CALL,9188,highpool[19],8,False,273114757416519,273117640801408,2883.385
255,FUTEX_WAIT,18068,Blocking Thread,8,False,273114894838109,273117638543392,2743.705
256,FUTEX_WAIT,421,init,8,False,273116428387548,273141038358100,24609.971
257,FUTEX_WAIT,1682,binder:955_1,8,False,273119497614031,273121500138446,2002.524
258,BINDER_CALL,1252,wificond,8,False,273119545102027,273120484363746,939.262
259,BINDER_CALL,4647,binder:981_E,8,False,273122395081561,273139489320136,17094.239
260,BINDER_CALL,32632,binder:981_D,8,False,273122395082660,273139489266018,17094.183
261,BINDER_CALL,29512,GoogleApiHandle,8,False,273141042520901,273141145903470,103.383
262,FUTEX_WAIT,1407,android.anim,7,False,273102212108529,273107375166515,5163.058
263,FUTEX_WAIT,18037,cat,7,False,273110097043998,273110103109794,6.066
264,FUTEX_WAIT,18038,grep,7,False,273110097328097,273110099840751,2.513
265,FUTEX_WAIT,18055,Scheduler Threa,7,False,273110623803154,273117886976416,7263.173
266,BINDER_CALL,18056,BG Thread #0,7,False,273110634862317,273114875199478,4240.337
267,FUTEX_WAIT,18057,binder:18042_3,7,False,273114860253026,273117746365820,2886.113
268,BINDER_CALL,11431,FlpThread,7,False,273119479783749,273121501018044,2021.234
269,FUTEX_WAIT,20534,BG Thread #1,7,False,273121406376686,273121532365781,125.989
270,FUTEX_WAIT,15469,OkHttp Connecti,7,False,273130207590232,273145958100005,15750.51
271,FUTEX_WAIT,555,logd.auditd,7,False,273135146993636,273153159948601,18012.955
272,FUTEX_WAIT,4225,binder:981_6,7,False,273145493721831,273156403354486,10909.633
273,FUTEX_WAIT,15771,Thread-57922,7,False,273145743346669,273145928116648,184.77
274,FUTEX_WAIT,15951,Thread-57908,7,False,273155853413894,273155853450962,0.037
275,FUTEX_WAIT,15367,Jit thread pool,6,False,273101608800789,273102615901295,1007.101
276,FUTEX_WAIT,5410,HangWatcher,6,False,273101691528939,273109192668265,7501.139
277,FUTEX_WAIT,32512,binder:981_B,6,False,273101799484139,273112724689874,10925.206
278,BINDER_CALL,711,android.hardwar,6,False,273102222899585,273104813462819,2590.563
279,BINDER_CALL,616,binder:601_1,6,False,273102229721485,273104822380055,2592.659
280,BINDER_CALL,1929,binder:589_7,6,False,273103095265634,273133165386580,30070.121
281,BINDER_CALL,2214,m.android.phone,6,False,273112060538425,273119602691057,7542.153
282,FUTEX_WAIT,2309,FinalizerWatchd,6,False,273112151274997,273122151973529,10000.699
283,FUTEX_WAIT,2308,FinalizerDaemon,6,False,273112153285943,273112153510105,0.224
284,FUTEX_WAIT,22423,mars::22423,6,False,273113822074518,273113823922052,1.848
285,FUTEX_WAIT,18063,Lite Thread #0,6,False,273114720700861,273114881150731,160.45
286,BINDER_CALL,11388,.gms.persistent,6,False,273114824641047,273120555982928,5731.342
287,FUTEX_WAIT,11434,GoogleLocationS,6,False,273119291301042,273120527797666,1236.497
288,FUTEX_WAIT,1691,binder:955_2,6,False,273119495967750,273121500649106,2004.681
289,BINDER_CALL,1691,binder:955_2,6,False,273119496300595,273121500578509,2004.278
290,BINDER_CALL,1024,binder:981_1,6,False,273122395502826,273139489562893,17094.06
291,FUTEX_WAIT,2085,ReferenceQueueD,6,False,273138346527207,273138348313828,1.787
292,FUTEX_WAIT,2087,FinalizerWatchd,6,False,273138346912787,273148347534211,10000.621
293,BINDER_CALL,11420,binder:11388_6,6,False,273141057314114,273141134758613,77.444
294,FUTEX_WAIT,15476,Okio Watchdog,6,False,273145894192046,273150929316845,5035.125
295,BINDER_CALL,17992,Thread-191,5,False,273100349879606,273100364093147,14.214
296,FUTEX_WAIT,11408,highpool[0],5,False,273100549886971,273110871399061,10321.512
297,BINDER_CALL,22163,[GT]ColdPool#13,5,False,273110157508883,273110171044324,13.535
298,FUTEX_WAIT,26932,firebase-instal,5,False,273110242662285,273110314624728,71.962
299,BINDER_CALL,11408,highpool[0],5,False,273110753819104,273110795158053,41.339
300,BINDER_CALL,30919,rvice:ephemeral,5,False,273114878672337,273114890543634,11.871
301,BINDER_CALL,22464,[GT]ColdPool#14,5,False,273115232239598,273115237401219,5.162
302,FUTEX_WAIT,2521,BT Service Call,5,False,273116549427628,273116556535741,7.108
303,FUTEX_WAIT,18572,pty-twqp-0-t,5,False,273122534918231,273122544512836,9.595
304,FUTEX_WAIT,14771,Thread-8,5,False,273132098291771,273132108435489,10.144
305,BINDER_CALL,2744,GoogleApiHandle,4,False,273100351926928,273100364965991,13.039
306,FUTEX_WAIT,2686,Jit thread pool,4,False,273100378734057,273100378832649,0.099
307,FUTEX_WAIT,18031,tpnsT4028-18,4,False,273100775895190,273100777388965,1.494
308,BINDER_CALL,29908,GoogleApiHandle,4,False,273101357783537,273101360365649,2.582
309,FUTEX_WAIT,11398,binder:11388_2,4,False,273101360727547,273117719397925,16358.67
310,BINDER_CALL,2614,binder:1988_6,4,False,273102211139413,273104803154673,2592.015
311,BINDER_CALL,2043,hwuiTask1,4,False,273102221827523,273104815072601,2593.245
312,BINDER_CALL,1405,android.display,4,False,273103625271331,273140991774075,37366.503
313,FUTEX_WAIT,22094,[GT]ColdPool#0,4,False,273104052425384,273144054607329,40002.182
314,FUTEX_WAIT,5198,Timer-0,4,False,273105192910817,273110193236463,5000.326
315,FUTEX_WAIT,5300,MsfDeviceStateM,4,False,273105193052256,273110193235812,5000.184
316,FUTEX_WAIT,5399,Thread-17,4,False,273105195141449,273105195514780,0.373
317,BINDER_CALL,2202,MobileDataStats,4,False,273105206044444,273137404560003,32198.516
318,FUTEX_WAIT,5420,Thread-16,4,False,273105287572601,273110296556124,5008.984
319,FUTEX_WAIT,17361,TaskMonitor-7,4,False,273107391136364,273152391483716,45000.347
320,FUTEX_WAIT,17446,tp-scheduled-47,4,False,273110126332898,273155126908075,45000.575
321,FUTEX_WAIT,18052,Profile Saver,4,False,273110558107312,273115497142552,4939.035
322,BINDER_CALL,1397,atchdog.monitor,4,False,273110575186577,273155576206862,45001.02
323,BINDER_CALL,566,binder:566_2,4,False,273110575408745,273155576379104,45000.97
324,FUTEX_WAIT,18054,Blocking Thread,4,False,273110621256198,273110621348320,0.092
325,BINDER_CALL,18059,BG Thread #1,4,False,273110698967949,273110725475802,26.508
326,FUTEX_WAIT,15774,Thread-1983,4,False,273111131533542,273141135436714,30003.903
327,FUTEX_WAIT,17403,RxCachedWorkerP,4,False,273112999238498,273157999727697,45000.489
328,FUTEX_WAIT,22155,[GT]ColdPool#11,4,False,273113333483250,273154052197869,40718.715
329,BINDER_CALL,11407,GoogleApiHandle,4,False,273114772634740,273146471746816,31699.112
330,BINDER_CALL,2609,binder:2088_6,4,False,273114820903620,273116556521988,1735.618
331,FUTEX_WAIT,12576,binder:11388_9,4,False,273114837812311,273117639833675,2802.021
332,FUTEX_WAIT,2007,android.hardwar,4,False,273116428471288,273141038457425,24609.986
333,FUTEX_WAIT,1433,rild_exynos,4,False,273116428685603,273141038401802,24609.716
334,FUTEX_WAIT,1373,adbd,4,False,273116428861873,273141038495592,24609.634
335,BINDER_CALL,943,android.hardwar,4,False,273116501251602,273150193070995,33691.819
336,FUTEX_WAIT,2486,bt_main_thread,4,False,273116506217830,273116549504451,43.287
337,BINDER_CALL,16801,AAudio_2,4,False,273117956789648,273143527226144,25570.436
338,FUTEX_WAIT,1866,WifiScanningSer,4,False,273119591476539,273120498034075,906.558
339,FUTEX_WAIT,6358,binder:17667_6,4,False,273120608476499,273120612770118,4.294
340,FUTEX_WAIT,20514,BG Thread #0,4,False,273121429111427,273121523821877,94.71
341,BINDER_CALL,2921,binder:981_5,4,False,273122394946714,273139489887844,17094.941
342,FUTEX_WAIT,18565,pty-wqp-0-t,4,False,273122512713316,273122545467873,32.755
343,FUTEX_WAIT,18566,pty-wqp-1-t,4,False,273122516969989,273122545384418,28.414
344,FUTEX_WAIT,32632,binder:981_D,4,False,273123640842752,273123641865701,1.023
345,BINDER_CALL,2717,binder:2214_A,4,False,273131403662539,273141176107938,9772.445
346,FUTEX_WAIT,4647,binder:981_E,4,False,273134566146590,273139489289903,4923.143
347,FUTEX_WAIT,19164,ThreadPoolForeg,4,False,273140999848538,273143000718900,2000.87
348,FUTEX_WAIT,16152,ThreadPoolForeg,4,False,273140999888008,273143000895048,2001.007
349,FUTEX_WAIT,29919,BG Thread #6,3,False,273100351977425,273101353381844,1001.404
350,FUTEX_WAIT,29904,Scheduler Threa,3,False,273100352305428,273101352229866,999.924
351,BINDER_CALL,2851,GoogleApiHandle,3,False,273100352608325,273100358097989,5.49
352,FUTEX_WAIT,18016,FinalizerDaemon,3,False,273100352845833,273100352882088,0.036
