frame_index,frame_token,deadline_missed,frame_time_ms,cluster,sampled_time_ns,avg_freq_khz,min_freq_khz,max_freq_khz,sample_count
224,9428045,0,16.292,middle,41342292,983707.502719,910000.000000,1024000.000000,8
225,9428082,0,16.098,big,41200000,2484484.138641,2401000.000000,2507000.000000,4
225,9428082,0,16.098,little,82400000,1328000.000000,1328000.000000,1328000.000000,4
225,9428082,0,16.098,middle,41200000,981981.437039,799000.000000,1197000.000000,4
226,9428119,0,16.128,big,41200000,2480176.802913,2401000.000000,2507000.000000,10
226,9428119,0,16.128,little,82400000,1328000.000000,1328000.000000,1328000.000000,12
226,9428119,0,16.128,middle,41200000,930337.054612,799000.000000,1024000.000000,8
227,9428156,0,16.039,big,41200000,2507000.000000,2507000.000000,2507000.000000,6
227,9428156,0,16.039,little,82400000,1328000.000000,1328000.000000,1328000.000000,12
227,9428156,0,16.039,middle,41200000,1162633.327913,799000.000000,1197000.000000,8
228,9428181,0,16.311,big,41200000,2507000.000000,2507000.000000,2507000.000000,6
228,9428181,0,16.311,little,82400000,1328000.000000,1328000.000000,1328000.000000,12
228,9428181,0,16.311,middle,41200000,898807.018204,799000.000000,1024000.000000,8
229,9428218,0,16.073,big,41200000,2507000.000000,2507000.000000,2507000.000000,6
229,9428218,0,16.073,little,82400000,1328000.000000,1328000.000000,1328000.000000,12
229,9428218,0,16.073,middle,41200000,838516.344005,696000.000000,910000.000000,10
230,9428255,0,16.125,big,41200000,2507000.000000,2507000.000000,2507000.000000,6
230,9428255,0,16.125,little,82400000,1355448.552379,1328000.000000,1704000.000000,20
230,9428255,0,16.125,middle,41200000,832079.884078,696000.000000,910000.000000,10
231,9428292,0,16.175,big,41200000,2507000.000000,2507000.000000,2507000.000000,6
231,9428292,0,16.175,little,82400000,1539104.155680,1328000.000000,1803000.000000,36
231,9428292,0,16.175,middle,41200000,1422627.344903,1197000.000000,1663000.000000,12
232,9428329,0,16.243,big,41200000,2507000.000000,2507000.000000,2507000.000000,6
232,9428329,0,16.243,little,82400000,1514997.797670,1328000.000000,1803000.000000,48
232,9428329,0,16.243,middle,41200000,1453036.454709,1197000.000000,1491000.000000,10
233,9428384,0,16.221,big,41200000,2507000.000000,2507000.000000,2507000.000000,6
233,9428384,0,16.221,little,82400000,1656339.845279,1401000.000000,1803000.000000,40
233,9428384,0,16.221,middle,41200000,2223656.397233,1999000.000000,2253000.000000,8
234,9428403,0,16.189,big,41200000,2507000.000000,2507000.000000,2507000.000000,2
234,9428403,0,16.189,little,82400000,1548208.978070,1328000.000000,1598000.000000,32
234,9428403,0,16.189,middle,41200000,2009128.643010,1836000.000000,2253000.000000,4
235,9428446,0,16.187,big,41200000,2507000.000000,2507000.000000,2507000.000000,6
235,9428446,0,16.187,little,82400000,1763242.838714,1598000.000000,1803000.000000,24
235,9428446,0,16.187,middle,41200000,2243948.791238,2130000.000000,2253000.000000,8
236,9428453,0,16.187,big,41200000,2507000.000000,2507000.000000,2507000.000000,6
236,9428453,0,16.187,little,82400000,1803000.000000,1803000.000000,1803000.000000,12
236,9428453,0,16.187,middle,41200000,2229185.384854,2130000.000000,2253000.000000,10
237,9428466,0,16.254,big,41200000,2507000.000000,2507000.000000,2507000.000000,4
237,9428466,0,16.254,little,82400000,1723287.963556,1328000.000000,1803000.000000,32
237,9428466,0,16.254,middle,41200000,2022688.656359,1197000.000000,2253000.000000,12
238,9428479,0,16.069,big,41200000,2487560.427791,2252000.000000,2507000.000000,8
238,9428479,0,16.069,little,82400000,1623613.690109,1401000.000000,1803000.000000,28
238,9428479,0,16.069,middle,41200000,2202789.347816,1999000.000000,2253000.000000,8
239,9428492,0,16.248,big,41200000,2401000.000000,2401000.000000,2401000.000000,6
239,9428492,0,16.248,little,82400000,1673901.311019,1401000.000000,1803000.000000,32
239,9428492,0,16.248,middle,41200000,1285900.258325,910000.000000,2253000.000000,16
240,9428505,0,16.233,big,41200000,2366166.888495,2252000.000000,2401000.000000,6
240,9428505,0,16.233,little,82400000,1758408.728301,1328000.000000,1803000.000000,24
240,9428505,0,16.233,middle,41200000,1755146.202379,1197000.000000,2253000.000000,8
241,9428518,0,16.197,big,41216610,2240144.887753,1826000.000000,2252000.000000,10
241,9428518,0,16.197,little,82433220,1550882.502103,1328000.000000,1803000.000000,36
241,9428518,0,16.197,middle,41216610,1805607.697795,1197000.000000,2253000.000000,14
242,9428531,0,16.153,big,41278844,2360106.674717,2252000.000000,2401000.000000,8
242,9428531,0,16.153,little,82557688,1502841.570079,1197000.000000,1704000.000000,40
242,9428531,0,16.153,middle,41278844,1724745.411354,1328000.000000,2253000.000000,10
243,9428544,0,16.264,big,41232502,2401000.000000,2401000.000000,2401000.000000,6
243,9428544,0,16.264,little,82465004,1523264.388261,1328000.000000,1598000.000000,28
243,9428544,0,16.264,middle,41232502,1769120.287801,910000.000000,2253000.000000,14
244,9428569,0,16.205,big,41215282,2188000.000000,2188000.000000,2188000.000000,8
244,9428569,0,16.205,little,82430564,1633979.007398,1401000.000000,1803000.000000,36
244,9428569,0,16.205,middle,41215282,1140730.755985,799000.000000,2253000.000000,14
245,9428606,0,16.127,big,41221520,2221732.308149,2188000.000000,2401000.000000,8
245,9428606,0,16.127,little,82443040,1395227.284693,1197000.000000,1598000.000000,32
245,9428606,0,16.127,middle,41221520,1082280.612166,799000.000000,1197000.000000,10
246,9428643,0,16.206,big,41231768,2401000.000000,2401000.000000,2401000.000000,6
246,9428643,0,16.206,little,82463536,1328000.000000,1328000.000000,1328000.000000,12
246,9428643,0,16.206,middle,41231768,1235466.508349,910000.000000,1999000.000000,12
247,9428680,0,16.304,big,41222222,2401521.591146,2401000.000000,2507000.000000,10
247,9428680,0,16.304,little,82444444,1364333.550142,1328000.000000,1598000.000000,24
247,9428680,0,16.304,middle,41222222,1583179.511260,696000.000000,1999000.000000,12
248,9428717,0,16.227,big,41214952,2461051.046426,2401000.000000,2507000.000000,10
248,9428717,0,16.227,little,82429904,1328000.000000,1328000.000000,1328000.000000,12
248,9428717,0,16.227,middle,41214952,1215518.558362,696000.000000,1836000.000000,16
249,9428754,0,16.354,big,41210520,2393528.885003,2252000.000000,2401000.000000,8
249,9428754,0,16.354,little,82421040,1503609.431815,1328000.000000,1598000.000000,16
249,9428754,0,16.354,middle,41210520,1452821.804287,696000.000000,1836000.000000,10
250,9428791,0,16.374,big,41262878,2309987.047268,984000.000000,2401000.000000,16
250,9428791,0,16.374,little,82525756,1442628.535448,1328000.000000,1803000.000000,28
250,9428791,0,16.374,middle,41262878,1808678.067487,1328000.000000,2253000.000000,16
251,9428828,0,16.24,big,41234112,2387234.044739,2252000.000000,2507000.000000,10
251,9428828,0,16.24,little,82468224,1634699.228178,1401000.000000,1803000.000000,40
251,9428828,0,16.24,middle,41234112,2063339.732016,1663000.000000,2253000.000000,12
252,9428865,0,16.427,big,41274096,2368919.645581,1277000.000000,2507000.000000,10
252,9428865,0,16.427,little,82548192,1439535.254158,1328000.000000,1803000.000000,24
252,9428865,0,16.427,middle,41274096,1510496.241420,910000.000000,2253000.000000,10
253,9428902,0,16.26,big,41244588,2388154.993790,2048000.000000,2401000.000000,10
253,9428902,0,16.26,little,82489176,1478150.989276,1328000.000000,1803000.000000,32
253,9428902,0,16.26,middle,41244588,2140643.571127,1999000.000000,2253000.000000,10
254,9428940,0,16.188,big,41257500,2391469.183954,2048000.000000,2401000.000000,10
254,9428940,0,16.188,little,82515000,1411111.636551,1197000.000000,1803000.000000,28
254,9428940,0,16.188,middle,41257500,2242514.705763,2130000.000000,2253000.000000,10
255,9428978,0,16.244,big,41249030,2357932.801959,1745000.000000,2401000.000000,6
255,9428978,0,16.244,little,82498060,1391426.059352,1328000.000000,1803000.000000,16
255,9428978,0,16.244,middle,41249030,2131595.398243,1663000.000000,2253000.000000,6
256,9429016,0,16.252,big,41241296,2495713.684919,2048000.000000,2507000.000000,10
256,9429016,0,16.252,little,82482592,1603811.533408,1328000.000000,1803000.000000,40
256,9429016,0,16.252,middle,41241296,1792908.140229,1197000.000000,2253000.000000,10
257,9429054,0,16.216,big,41200000,2460855.971942,2401000.000000,2507000.000000,8
257,9429054,0,16.216,little,82400000,1724889.596032,1598000.000000,1803000.000000,20
257,9429054,0,16.216,middle,41200000,1482454.076505,1197000.000000,1491000.000000,10
258,9429073,0,16.278,big,41200000,2401000.000000,2401000.000000,2401000.000000,4
258,9429073,0,16.278,little,82400000,1734511.305667,1401000.000000,1803000.000000,24
258,9429073,0,16.278,middle,41200000,1397424.374126,1197000.000000,1491000.000000,6
259,9429129,0,16.253,big,41224086,2303736.725321,851000.000000,2401000.000000,10
259,9429129,0,16.253,little,82448172,1541524.360819,1328000.000000,1803000.000000,48
259,9429129,0,16.253,middle,41224086,2253000.000000,2253000.000000,2253000.000000,6
260,9429148,0,16.348,big,41221476,2397716.453263,2252000.000000,2401000.000000,10
260,9429148,0,16.348,little,82442952,1394968.960985,1328000.000000,1598000.000000,32
260,9429148,0,16.348,middle,41221476,2196240.698028,1999000.000000,2253000.000000,8
261,9429185,0,16.146,big,41204830,2300200.268706,2252000.000000,2401000.000000,6
261,9429185,0,16.146,little,82409660,1361837.119944,1197000.000000,1598000.000000,28
261,9429185,0,16.146,middle,41204830,1964161.455223,1663000.000000,2253000.000000,8
262,9429222,0,16.204,big,41200000,2225810.911990,1826000.000000,2252000.000000,16
262,9429222,0,16.204,little,82400000,1598746.496820,1328000.000000,1803000.000000,44
262,9429222,0,16.204,middle,41200000,2249616.359563,2130000.000000,2253000.000000,10
263,9429259,0,16.233,big,41200000,2505998.642233,2252000.000000,2507000.000000,8
263,9429259,0,16.233,little,82400000,1512230.562512,1328000.000000,1803000.000000,36
263,9429259,0,16.233,middle,41200000,2249145.391966,2130000.000000,2253000.000000,10
264,9429297,0,16.199,big,41200000,2507000.000000,2507000.000000,2507000.000000,4
264,9429297,0,16.199,little,82400000,1690241.963568,1401000.000000,1803000.000000,20
264,9429297,0,16.199,middle,41200000,2253000.000000,2253000.000000,2253000.000000,4
265,9429334,0,16.325,big,41210704,2401000.000000,2401000.000000,2401000.000000,6
265,9429334,0,16.325,little,82421408,1753693.267373,1328000.000000,1803000.000000,40
265,9429334,0,16.325,middle,41210704,2209402.780113,696000.000000,2253000.000000,10
266,9429371,0,16.239,big,41200000,2353009.091626,1106000.000000,2401000.000000,10
266,9429371,0,16.239,little,82400000,1637445.454345,1328000.000000,1803000.000000,44
266,9429371,0,16.239,middle,41200000,2165326.350097,1663000.000000,2253000.000000,12
267,9429408,0,16.242,big,41200000,2369649.680388,1745000.000000,2401000.000000,8
267,9429408,0,16.242,little,82400000,1665489.179490,1598000.000000,1803000.000000,20
267,9429408,0,16.242,middle,41200000,2105331.405704,553000.000000,2253000.000000,10
268,9429445,0,16.274,big,41200000,2401000.000000,2401000.000000,2401000.000000,8
268,9429445,0,16.274,little,82400000,1505743.409745,1328000.000000,1803000.000000,40
268,9429445,0,16.274,middle,41200000,1947669.762670,1491000.000000,2253000.000000,10
269,9429482,0,16.231,big,41217110,2401000.000000,2401000.000000,2401000.000000,6
269,9429482,0,16.231,little,82434220,1370526.025600,1328000.000000,1803000.000000,20
269,9429482,0,16.231,middle,41217110,2253000.000000,2253000.000000,2253000.000000,6
270,9429519,0,16.132,big,41201044,2188000.000000,2188000.000000,2188000.000000,4
270,9429519,0,16.132,little,82402088,1324457.140661,1197000.000000,1401000.000000,16
270,9429519,0,16.132,middle,41201044,2225648.080422,1999000.000000,2253000.000000,6
271,9429556,0,16.14,big,41200000,2221661.873301,2048000.000000,2401000.000000,16
271,9429556,0,16.14,little,82400000,1506878.175607,1328000.000000,1803000.000000,40
271,9429556,0,16.14,middle,41200000,2253000.000000,2253000.000000,2253000.000000,8
272,9429593,0,16.157,big,41200000,2395758.781092,2048000.000000,2401000.000000,8
272,9429593,0,16.157,little,82400000,1445110.846481,1328000.000000,1803000.000000,32
272,9429593,0,16.157,middle,41200000,2165493.643107,1836000.000000,2253000.000000,10
273,9429630,0,16.223,big,41200000,2393881.493471,2188000.000000,2401000.000000,8
273,9429630,0,16.223,little,82400000,1387578.926238,1328000.000000,1803000.000000,25
273,9429630,0,16.223,middle,41200000,1601689.776748,553000.000000,2253000.000000,14
274,9429667,0,16.152,big,41200000,2308271.416772,2188000.000000,2401000.000000,8
274,9429667,0,16.152,little,82400000,1292990.133944,1197000.000000,1328000.000000,24
274,9429667,0,16.152,middle,41200000,1021302.240121,910000.000000,2253000.000000,10
275,9429704,0,16.271,big,41202326,2248446.125299,2188000.000000,2252000.000000,8
275,9429704,0,16.271,little,82404652,1390125.203817,1328000.000000,1598000.000000,24
275,9429704,0,16.271,middle,41202326,2253000.000000,2253000.000000,2253000.000000,6
276,9429741,0,16.191,big,41200000,2375657.074612,2252000.000000,2401000.000000,6
276,9429741,0,16.191,little,82400000,1379397.966663,1197000.000000,1803000.000000,24
276,9429741,0,16.191,middle,41200000,1939987.956723,1328000.000000,2253000.000000,10
277,9429778,0,16.198,big,41200000,2252000.000000,2252000.000000,2252000.000000,6
277,9429778,0,16.198,little,82400000,1243567.956311,1197000.000000,1328000.000000,20
277,9429778,0,16.198,middle,41200000,1457142.316699,1024000.000000,2253000.000000,10
278,9429815,0,16.17,big,41200000,2354971.549272,2252000.000000,2401000.000000,10
278,9429815,0,16.17,little,82400000,1433255.106468,1197000.000000,1803000.000000,44
278,9429815,0,16.17,middle,41200000,2184739.941359,1491000.000000,2253000.000000,14
279,9429852,0,16.135,big,41200000,2401000.000000,2401000.000000,2401000.000000,4
279,9429852,0,16.135,little,82400000,1328000.000000,1328000.000000,1328000.000000,8
279,9429852,0,16.135,middle,41200000,1789052.268447,1663000.000000,2253000.000000,6
280,9429889,0,16.205,big,41200000,2188000.000000,2188000.000000,2188000.000000,6
280,9429889,0,16.205,little,82400000,1359550.816347,1197000.000000,1598000.000000,32
280,9429889,0,16.205,middle,41200000,1438380.495000,1197000.000000,1663000.000000,10
281,9429926,0,16.108,big,41200000,2195214.038058,2188000.000000,2252000.000000,8
281,9429926,0,16.108,little,82400000,1335771.975607,1197000.000000,1401000.000000,24
281,9429926,0,16.108,middle,41200000,2245295.656165,2130000.000000,2253000.000000,8
282,9429963,0,16.084,big,41200000,2235476.482767,1582000.000000,2252000.000000,8
282,9429963,0,16.084,little,82400000,1346887.001335,1197000.000000,1803000.000000,28
282,9429963,0,16.084,middle,41200000,1784719.966748,910000.000000,2253000.000000,12
283,9430000,0,16.198,big,41200000,2252000.000000,2252000.000000,2252000.000000,6
283,9430000,0,16.198,little,82400000,1329486.381359,1197000.000000,1598000.000000,44
283,9430000,0,16.198,middle,41200000,1613017.037694,1491000.000000,2253000.000000,12
284,9430037,0,16.226,big,41200000,2252000.000000,2252000.000000,2252000.000000,8
284,9430037,0,16.226,little,82400000,1249514.244721,1197000.000000,1598000.000000,28
284,9430037,0,16.226,middle,41200000,2027675.982379,910000.000000,2253000.000000,12
285,9430075,0,16.11,big,41200000,2189092.891650,2188000.000000,2252000.000000,6
285,9430075,0,16.11,little,82400000,1197000.000000,1197000.000000,1197000.000000,8
285,9430075,0,16.11,middle,41200000,1772446.365049,1024000.000000,1836000.000000,10
286,9430113,0,16.215,big,41200000,2188000.000000,2188000.000000,2188000.000000,6
286,9430113,0,16.215,little,82400000,1340476.954466,1328000.000000,1401000.000000,20
286,9430113,0,16.215,middle,41200000,2110616.285898,1491000.000000,2253000.000000,10
287,9430151,0,16.218,big,41200000,2170520.797816,1582000.000000,2188000.000000,10
287,9430151,0,16.218,little,82400000,1371393.107925,1197000.000000,1803000.000000,32
287,9430151,0,16.218,middle,41200000,2160600.225243,1999000.000000,2253000.000000,8
288,9430189,0,16.127,big,41200000,2188000.000000,2188000.000000,2188000.000000,4
288,9430189,0,16.127,little,82400000,1330305.118252,1197000.000000,1401000.000000,16
288,9430189,0,16.127,middle,41200000,2230246.177427,1663000.000000,2253000.000000,6
289,9430227,0,16.144,big,41209778,2188000.000000,2188000.000000,2188000.000000,6
289,9430227,0,16.144,little,82419556,1343845.813365,1197000.000000,1598000.000000,36
289,9430227,0,16.144,middle,41209778,1655609.091998,1491000.000000,1836000.000000,10
290,9430265,0,16.211,big,41200000,2184440.584951,2048000.000000,2188000.000000,10
290,9430265,0,16.211,little,82400000,1365715.961748,1197000.000000,1803000.000000,24
290,9430265,0,16.211,middle,41200000,2248843.029903,2130000.000000,2253000.000000,10
291,9430303,0,16.227,big,41200000,2151572.884029,1582000.000000,2188000.000000,8
291,9430303,0,16.227,little,82400000,1333216.968095,1197000.000000,1803000.000000,24
291,9430303,0,16.227,middle,41200000,2209961.049102,2130000.000000,2253000.000000,8
292,9430322,0,16.182,big,41222018,2172067.778147,1426000.000000,2252000.000000,14
292,9430322,0,16.182,little,82444036,1369609.555141,1197000.000000,1803000.000000,36
292,9430322,0,16.182,middle,41222018,2232673.183200,2130000.000000,2253000.000000,12
293,9430359,0,16.172,big,41200000,2252000.000000,2252000.000000,2252000.000000,6
293,9430359,0,16.172,little,82400000,1586033.900643,1328000.000000,1803000.000000,32
293,9430359,0,16.172,middle,41200000,2235634.149466,2130000.000000,2253000.000000,10
294,9430396,0,16.204,big,41200000,2188085.957282,2188000.000000,2252000.000000,8
294,9430396,0,16.204,little,82400000,1390153.505231,1197000.000000,1598000.000000,36
294,9430396,0,16.204,middle,41200000,2210603.264345,2130000.000000,2253000.000000,8
295,9430433,0,16.219,big,41200000,2188000.000000,2188000.000000,2188000.000000,6
295,9430433,0,16.219,little,82400000,1359668.387476,1328000.000000,1598000.000000,28
295,9430433,0,16.219,middle,41200000,2192779.583883,1999000.000000,2253000.000000,8
296,9430470,0,16.156,big,41249980,2188000.000000,2188000.000000,2188000.000000,6
296,9430470,0,16.156,little,82499960,1313624.508751,1197000.000000,1328000.000000,16
296,9430470,0,16.156,middle,41249980,2224727.655771,1999000.000000,2253000.000000,8
297,9430507,0,16.067,big,41200000,2188000.000000,2188000.000000,2188000.000000,6
297,9430507,0,16.067,little,82400000,1230499.868483,1197000.000000,1328000.000000,20
297,9430507,0,16.067,middle,41200000,1846488.693786,1491000.000000,2253000.000000,10
298,9430544,0,16.128,big,41200000,2183174.604369,2048000.000000,2188000.000000,10
298,9430544,0,16.128,little,82400000,1406654.648058,1197000.000000,1803000.000000,28
298,9430544,0,16.128,middle,41200000,2202668.197985,1836000.000000,2253000.000000,12
299,9430581,0,16.178,big,41200000,2145989.578835,1745000.000000,2188000.000000,10
299,9430581,0,16.178,little,82400000,1403846.368629,1328000.000000,1803000.000000,36
299,9430581,0,16.178,middle,41200000,2253000.000000,2253000.000000,2253000.000000,6
300,9430618,0,16.206,big,41200000,2188000.000000,2188000.000000,2188000.000000,6
300,9430618,0,16.206,little,82400000,1302041.359539,1197000.000000,1803000.000000,32
300,9430618,0,16.206,middle,41200000,2157540.308204,1999000.000000,2253000.000000,8
301,9430655,0,16.162,big,41200000,2401000.000000,2401000.000000,2401000.000000,6
301,9430655,0,16.162,little,82400000,1328000.000000,1328000.000000,1328000.000000,12
301,9430655,0,16.162,middle,41200000,2253000.000000,2253000.000000,2253000.000000,6
302,9430692,0,16.132,big,41200000,2400515.171359,2252000.000000,2401000.000000,8
302,9430692,0,16.132,little,82400000,1409517.698847,1328000.000000,1598000.000000,36
302,9430692,0,16.132,middle,41200000,1827291.435291,1491000.000000,2253000.000000,10
303,9430729,0,16.109,big,41200000,2252000.000000,2252000.000000,2252000.000000,6
303,9430729,0,16.109,little,82400000,1320549.553447,1197000.000000,1598000.000000,24
303,9430729,0,16.109,middle,41200000,2202573.415340,2130000.000000,2253000.000000,8
304,9430766,0,16.159,big,41200000,2252000.000000,2252000.000000,2252000.000000,6
304,9430766,0,16.159,little,82400000,1352576.385752,1197000.000000,1803000.000000,28
304,9430766,0,16.159,middle,41200000,2212229.493665,1663000.000000,2253000.000000,12
305,9430803,0,16.205,big,41200000,2242400.631748,1745000.000000,2252000.000000,12
305,9430803,0,16.205,little,82400000,1551455.089163,1197000.000000,1803000.000000,40
305,9430803,0,16.205,middle,41200000,1913156.904684,1197000.000000,2253000.000000,12
306,9430840,0,16.153,big,41200000,2188000.000000,2188000.000000,2188000.000000,6
306,9430840,0,16.153,little,82400000,1228381.863981,1197000.000000,1328000.000000,16
306,9430840,0,16.153,middle,41200000,2059492.189951,1999000.000000,2253000.000000,8
307,9430877,0,16.217,big,41212586,2325160.995357,2048000.000000,2401000.000000,12
307,9430877,0,16.217,little,82425172,1294993.022799,1197000.000000,1328000.000000,20
307,9430877,0,16.217,middle,41212586,1608202.816392,1491000.000000,1836000.000000,10
308,9430914,0,16.163,big,41200000,2246686.822524,2188000.000000,2252000.000000,8
308,9430914,0,16.163,little,82400000,1258066.759684,1197000.000000,1328000.000000,28
308,9430914,0,16.163,middle,41200000,1583843.687500,1328000.000000,1663000.000000,8
309,9430951,0,16.131,big,41200930,2188000.000000,2188000.000000,2188000.000000,8
309,9430951,0,16.131,little,82401860,1197000.000000,1197000.000000,1197000.000000,16
309,9430951,0,16.131,middle,41200930,1576288.604019,1491000.000000,1663000.000000,10
310,9430988,0,16.199,big,41226136,2382696.726319,2252000.000000,2401000.000000,8
310,9430988,0,16.199,little,82452272,1312087.777120,1197000.000000,1328000.000000,16
310,9430988,0,16.199,middle,41226136,1578071.940480,1328000.000000,1836000.000000,8
311,9431025,0,16.165,big,41209166,2338841.260631,2252000.000000,2401000.000000,8
311,9431025,0,16.165,little,82418332,1273614.436907,1197000.000000,1328000.000000,16
311,9431025,0,16.165,middle,41209166,1211618.898524,799000.000000,1663000.000000,12
312,9431062,0,16.183,big,41239510,2169277.581620,2048000.000000,2188000.000000,8
312,9431062,0,16.183,little,82479020,1197000.000000,1197000.000000,1197000.000000,12
312,9431062,0,16.183,middle,41239510,2051429.864322,1491000.000000,2130000.000000,12
313,9431099,0,16.192,big,41226980,2298582.268068,2188000.000000,2401000.000000,10
313,9431099,0,16.192,little,82453960,1242268.607184,1197000.000000,1328000.000000,16
313,9431099,0,16.192,middle,41226980,1473634.899039,1328000.000000,1491000.000000,10
314,9431136,0,16.082,big,41210244,2247537.050642,2188000.000000,2252000.000000,10
314,9431136,0,16.082,little,82420488,1197000.000000,1197000.000000,1197000.000000,12
314,9431136,0,16.082,middle,41210244,1178422.004805,1024000.000000,1197000.000000,10
315,9431173,0,16.333,big,41237156,2461863.825163,2188000.000000,2507000.000000,10
315,9431173,0,16.333,little,82474312,1338858.185370,1328000.000000,1401000.000000,24
315,9431173,0,16.333,middle,41237156,2172367.349121,1999000.000000,2253000.000000,12
316,9431210,0,16.217,big,41245364,2262108.184522,2188000.000000,2507000.000000,10
316,9431210,0,16.217,little,82490728,1447030.849382,1328000.000000,1598000.000000,36
316,9431210,0,16.217,middle,41245364,1729935.642658,1197000.000000,2253000.000000,12
317,9431247,0,16.179,big,41246864,2476083.748840,1426000.000000,2507000.000000,10
317,9431247,0,16.179,little,82493728,1328000.000000,1328000.000000,1328000.000000,12
317,9431247,0,16.179,middle,41246864,2035864.067896,1836000.000000,2253000.000000,10
318,9431284,0,16.223,big,41253708,2385703.799644,2252000.000000,2401000.000000,6
318,9431284,0,16.223,little,82507416,1314692.048809,1197000.000000,1328000.000000,12
318,9431284,0,16.223,middle,41253708,2022930.117773,1491000.000000,2253000.000000,10
319,9431321,0,16.223,big,41279126,2230806.610198,2188000.000000,2401000.000000,10
319,9431321,0,16.223,little,82558252,1254845.247390,1197000.000000,1328000.000000,20
319,9431321,0,16.223,middle,41279126,2094718.286477,1999000.000000,2253000.000000,12
320,9431358,0,16.23,big,41283220,2499260.317558,2188000.000000,2507000.000000,10
320,9431358,0,16.23,little,82566440,1428051.900627,1328000.000000,1803000.000000,28
320,9431358,0,16.23,middle,41283220,2132896.460402,1999000.000000,2253000.000000,10
321,9431395,0,16.328,big,41242640,2479774.660885,1277000.000000,2507000.000000,10
321,9431395,0,16.328,little,82485280,1368713.745228,1328000.000000,1803000.000000,24
321,9431395,0,16.328,middle,41242640,1485135.048702,910000.000000,2253000.000000,12
322,9431433,0,16.24,big,41257572,2267476.516723,2188000.000000,2507000.000000,10
322,9431433,0,16.24,little,82515144,1264507.330182,1197000.000000,1401000.000000,24
322,9431433,0,16.24,middle,41257572,1600590.647191,1328000.000000,1836000.000000,10
323,9431470,0,16.286,big,41274376,2220902.990877,2188000.000000,2401000.000000,12
323,9431470,0,16.286,little,82548752,1238357.399831,1197000.000000,1328000.000000,28
323,9431470,0,16.286,middle,41274376,1689181.768199,1197000.000000,2130000.000000,10
324,9431508,0,16.224,big,41234166,2363885.366616,2252000.000000,2507000.000000,8
324,9431508,0,16.224,little,82468332,1371777.208056,1197000.000000,1598000.000000,28
324,9431508,0,16.224,middle,41234166,1852454.002635,1491000.000000,2253000.000000,12
325,9431546,0,16.203,big,41200000,2401000.000000,2401000.000000,2401000.000000,6
325,9431546,0,16.203,little,82400000,1354861.362864,1328000.000000,1598000.000000,16
325,9431546,0,16.203,middle,41200000,2076084.661044,1491000.000000,2130000.000000,10
326,9431584,0,16.103,big,41200000,2432316.632282,2401000.000000,2507000.000000,8
326,9431584,0,16.103,little,82400000,1328000.000000,1328000.000000,1328000.000000,12
326,9431584,0,16.103,middle,41200000,2227490.883714,2130000.000000,2253000.000000,8
327,9431622,0,16.23,big,41241020,2401000.000000,2401000.000000,2401000.000000,6
327,9431622,0,16.23,little,82482040,1328000.000000,1328000.000000,1328000.000000,12
327,9431622,0,16.23,middle,41241020,1788569.564429,1491000.000000,2130000.000000,10
328,9431660,0,16.222,big,41236250,2352127.335148,2252000.000000,2401000.000000,10
328,9431660,0,16.222,little,82472500,1284491.407487,1197000.000000,1328000.000000,20
328,9431660,0,16.222,middle,41236250,1673025.493928,1328000.000000,1836000.000000,8
329,9431674,0,16.152,big,41200000,2401000.000000,2401000.000000,2401000.000000,6
329,9431674,0,16.152,little,82400000,1328000.000000,1328000.000000,1328000.000000,12
329,9431674,0,16.152,middle,41200000,1161414.529854,1024000.000000,1197000.000000,10
330,9431681,0,16.093,big,41200000,2401000.000000,2401000.000000,2401000.000000,6
330,9431681,0,16.093,little,82400000,1328000.000000,1328000.000000,1328000.000000,12
330,9431681,0,16.093,middle,41200000,1096907.106481,799000.000000,1197000.000000,10
331,9431694,0,16.201,big,41200000,2237665.795728,2188000.000000,2252000.000000,8
331,9431694,0,16.201,little,82400000,1197000.000000,1197000.000000,1197000.000000,12
331,9431694,0,16.201,middle,41200000,1774083.308252,1491000.000000,1999000.000000,8
332,9431707,0,16.154,big,41200000,2252000.000000,2252000.000000,2252000.000000,6
332,9431707,0,16.154,little,82400000,1246780.689915,1197000.000000,1598000.000000,20
332,9431707,0,16.154,middle,41200000,1952867.288981,1836000.000000,1999000.000000,8
333,9431720,0,16.173,big,41200000,2235377.326602,2188000.000000,2252000.000000,10
333,9431720,0,16.173,little,82400000,1296756.197257,1197000.000000,1803000.000000,16
333,9431720,0,16.173,middle,41200000,1521921.303641,1328000.000000,1663000.000000,8
334,9431733,0,16.207,big,41200000,2463297.778155,2252000.000000,2507000.000000,6
334,9431733,0,16.207,little,82400000,1328000.000000,1328000.000000,1328000.000000,8
334,9431733,0,16.207,middle,41200000,2189151.657597,1999000.000000,2253000.000000,8
335,9431770,0,16.283,big,41271114,2411265.680350,2401000.000000,2507000.000000,8
335,9431770,0,16.283,little,82542228,1486210.824452,1328000.000000,1803000.000000,32
335,9431770,0,16.283,middle,41271114,2041149.999537,1663000.000000,2253000.000000,8
336,9431807,0,16.153,big,41200000,2401000.000000,2401000.000000,2401000.000000,6
336,9431807,0,16.153,little,82400000,1636715.453228,1328000.000000,1803000.000000,32
336,9431807,0,16.153,middle,41200000,2055622.074927,1491000.000000,2130000.000000,10
