frame_index,frame_token,deadline_missed,frame_time_ms,thread_count,on_cpu_ms,runnable_wait_ms,top_thread,top_thread_score_ns
800,9447452,0,16.072,105,71.835,32.47,tracepilot:18002,18447449
801,9447489,0,16.119,97,57.137,26.664,tracepilot:18002,18791695
802,9447526,0,16.12,91,67.491,26.111,tracepilot:18002,18065837
803,9447563,0,16.133,86,71.57,26.201,tracepilot:18002,18137267
804,9447600,0,16.134,99,65.259,29.531,tracepilot:18002,18131668
805,9447637,0,16.231,86,58.502,27.937,tracepilot:18002,18577182
806,9447675,0,16.168,102,73.244,39.319,tracepilot:18002,18569649
807,9447713,0,16.201,92,67.737,30.258,tracepilot:18002,18313334
808,9447751,0,16.136,99,68.294,27.772,tracepilot:18002,18270951
809,9447770,0,16.229,94,86.089,35.159,tracepilot:18002,18681972
810,9447807,0,16.266,97,79.092,27.69,tracepilot:18002,18489069
811,9447844,0,16.195,91,77.763,31.981,tracepilot:18002,18544855
812,9447881,0,16.203,86,66.471,20.647,tracepilot:18002,18115597
813,9447937,0,16.139,96,67.173,24.924,tracepilot:18002,18989500
814,9447956,0,16.243,92,75.206,30.382,tracepilot:18002,18610367
815,9447993,0,16.221,94,84.36,35.598,tracepilot:18002,18752563
816,9448030,0,16.056,85,69.961,30.26,tracepilot:18002,18543987
817,9448067,0,16.151,92,71.967,26.089,tracepilot:18002,18244067
818,9448104,0,16.219,93,97.437,34.912,kswapd0:92,20626646
819,9448141,0,16.246,103,91.767,38.536,kswapd0:92,20616029
820,9448178,0,16.187,102,82.249,34.803,kswapd0:92,18163920
821,9448215,0,16.185,89,76.334,29.343,tracepilot:18002,18454435
822,9448252,0,16.078,86,70.721,32.71,tracepilot:18002,18357021
823,9448289,0,16.186,88,48.355,17.524,tracepilot:18002,18604183
824,9448326,0,16.271,79,51.309,11.768,tracepilot:18002,18682234
825,9448363,0,16.212,71,51.443,16.328,tracepilot:18002,18393427
826,9448376,0,16.191,74,47.803,12.875,tracepilot:18002,18318200
827,9448413,0,16.158,88,93.614,20.009,tracepilot:18002,18549138
828,9448426,0,16.213,98,70.529,21.032,tracepilot:18002,18238576
829,9448451,0,16.209,87,54.888,23.284,tracepilot:18002,18494683
830,9448488,0,16.13,91,56.164,26.943,tracepilot:18002,18024544
831,9448525,0,16.228,83,72.209,23.09,kworker/u16:18:7521,20066386
832,9448562,0,16.193,94,51.8,20.223,tracepilot:18002,18219302
833,9448599,0,16.034,75,52.931,15.76,tracepilot:18002,18370051
834,9448636,0,16.197,78,40.463,13.125,tracepilot:18002,18371902
835,9448673,0,16.107,85,58.932,18.557,tracepilot:18002,18154290
836,9448686,0,16.142,76,54.398,14.058,tracepilot:18002,18505679
837,9448723,0,16.139,86,60.179,25.066,tracepilot:18002,18182331
838,9448761,0,16.009,77,39.812,14.182,tracepilot:18002,18382187
839,9448774,0,16.161,89,64.73,22.532,tracepilot:18002,18342315
840,9448799,0,16.139,77,45.109,13.588,tracepilot:18002,18247871
841,9448824,0,16.074,75,42.331,12.951,tracepilot:18002,18338670
842,9448837,0,16.252,78,65.687,21.383,tracepilot:18002,18514677
843,9448850,0,16.286,78,53.458,14.525,tracepilot:18002,18176311
844,9448864,0,16.117,80,62.831,25.476,tracepilot:18002,18133584
845,9448878,0,16.108,74,58.673,19.977,tracepilot:18002,18406304
846,9448892,0,16.306,76,45.895,14.54,tracepilot:18002,18248473
847,9448906,0,16.256,71,47.718,16.66,tracepilot:18002,18594557
848,9448919,0,16.218,74,52.15,15.481,tracepilot:18002,18221995
849,9448933,0,16.235,76,56.828,20.608,tracepilot:18002,18599427
850,9448947,0,16.097,77,48.443,12.769,tracepilot:18002,18522121
851,9448966,0,16.123,82,79.396,19.716,tracepilot:18002,18578237
852,9449003,0,16.137,78,75.85,16.631,tracepilot:18002,18442464
853,9449028,0,16.112,75,54.16,13.582,tracepilot:18002,16357349
854,9449041,0,16.156,74,64.161,17.644,tracepilot:18002,18331201
855,9449054,0,16.418,76,69.857,20.898,tracepilot:18002,18344514
856,9449067,0,16.192,80,60.341,15.584,tracepilot:18002,18399240
857,9449080,0,16.229,75,70.467,13.869,tracepilot:18002,18029641
858,9449093,0,16.216,82,77.161,16.095,tracepilot:18002,17919121
859,9449106,0,16.107,106,78.202,32.663,tracepilot:18002,19044713
860,9449120,1,54.031,113,287.256,71.423,kswapd0:92,58764825
861,9449132,0,16.19,85,95.886,22.116,kswapd0:92,20600000
862,9449139,0,16.151,78,104.927,23.476,kswapd0:92,20600000
863,9449159,0,16.167,78,78.637,18.721,kswapd0:92,20600000
864,9449172,0,16.212,70,80.972,17.247,kswapd0:92,20600000
865,9449185,0,16.119,78,93.257,16.239,kswapd0:92,20600000
866,9449198,0,16.054,83,77.698,19.377,kswapd0:92,20600000
867,9449211,0,16.187,89,63.708,16.885,tracepilot:18002,17721030
868,9449224,0,16.262,74,66.539,19.464,tracepilot:18002,18407557
869,9449237,0,16.131,77,62.396,16.525,tracepilot:18002,18565992
870,9449250,0,16.181,94,88.426,27.918,tracepilot:18002,18281673
871,9449275,0,16.218,80,58.036,16.105,tracepilot:18002,18324617
872,9449312,0,16.149,81,62.781,21.264,tracepilot:18002,18448066
873,9449337,0,16.254,76,70.02,21.357,tracepilot:18002,18701430
874,9449350,0,16.156,83,83.776,22.5,tracepilot:18002,18437078
875,9449387,0,16.159,81,71.093,21.73,tracepilot:18002,18344259
876,9449400,0,16.14,77,61.735,15.102,tracepilot:18002,18293980
877,9449413,0,16.136,77,74.291,20.588,tracepilot:18002,18493336
878,9449426,0,16.237,65,45.888,13.039,tracepilot:18002,18341833
879,9449439,0,15.842,66,45.025,11.444,tracepilot:18002,18338942
880,9449452,0,16.049,69,51.346,12.835,tracepilot:18002,18230421
881,9449465,0,16.11,80,54.919,13.028,tracepilot:18002,15447051
882,9449490,0,16.221,72,66.118,21.58,tracepilot:18002,18284712
883,9449503,0,16.089,90,65.114,25.468,tracepilot:18002,18368260
884,9449558,0,16.173,78,67.857,18.904,tracepilot:18002,18420121
885,9449577,0,16.059,70,67.025,13.845,tracepilot:18002,18225162
886,9449590,0,16.13,90,76.81,18.384,tracepilot:18002,18449764
887,9449603,0,15.948,94,81.117,22.418,tracepilot:18002,18619279
888,9449628,0,16.189,75,60.389,15.142,tracepilot:18002,18550196
889,9449665,0,16.149,94,95.572,28.833,kworker/u16:18:7521,20410506
890,9449690,0,16.189,105,103.624,24.528,tracepilot:18002,18132470
891,9449727,0,16.193,85,82.776,19.588,tracepilot:18002,18654482
892,9449752,0,16.231,94,91.911,27.57,tracepilot:18002,18205516
893,9449777,0,16.136,96,85.81,29.772,tracepilot:18002,18428653
894,9449814,0,16.18,92,97.292,47.467,CoreThread:15577,20020935
895,9449851,0,16.14,77,70.878,18.576,tracepilot:18002,18855301
896,9449864,0,16.171,97,88.384,44.763,tracepilot:18002,17905124
897,9449889,0,16.243,86,77.345,34.286,tracepilot:18002,18493170
898,9449926,0,16.19,89,87.147,34.611,tracepilot:18002,18251055
899,9449963,0,16.215,89,75.728,16.218,tracepilot:18002,18330423
900,9449988,0,16.235,86,82.07,34.821,tracepilot:18002,18650738
901,9450013,0,16.2,86,59.638,30.357,tracepilot:18002,18771500
902,9450050,0,16.197,88,77.435,27.49,tracepilot:18002,17982109
903,9450087,0,16.104,82,67.828,28.043,tracepilot:18002,18394831
904,9450124,0,16.035,98,97.983,33.111,tracepilot:18002,18555931
905,9450161,0,16.207,88,89.169,27.706,kswapd0:92,20600000
906,9450198,0,16.18,89,107.423,34.714,kswapd0:92,20600000
907,9450235,0,16.088,96,89.638,34.232,kswapd0:92,20600000
908,9450272,0,16.235,88,70.669,21.612,kswapd0:92,20610541
909,9450309,0,16.209,104,107.909,34.079,kswapd0:92,20615507
910,9450346,0,16.281,98,98.275,39.13,kswapd0:92,20637922
911,9450383,0,16.283,96,83.795,32.125,kswapd0:92,20641351
912,9450457,0,16.188,84,70.938,12.199,kswapd0:92,20600000
913,9450482,0,16.224,109,90.018,30.237,kswapd0:92,20608584
914,9450519,0,16.194,92,82.819,23.287,kswapd0:92,20601963
915,9450556,0,16.325,113,66.73,30.478,tracepilot:18002,18038091
916,9450581,0,16.218,96,50.618,20.052,tracepilot:18002,18158793
917,9450619,0,16.093,101,74.855,30.95,tracepilot:18002,18521166
918,9450657,0,16.208,98,70.751,28.605,tracepilot:18002,18519826
919,9450682,0,16.255,95,61.246,20.699,kswapd0:92,8429235
920,9450720,0,16.317,107,56.937,25.276,CoreThread:15577,17589378
921,9450758,0,16.177,106,70.244,38.237,tracepilot:18002,20580997
922,9451827,1,99.663,278,453.188,326.696,kswapd0:92,104049976
