frame_index,frame_token,deadline_missed,frame_time_ms,thread_count,on_cpu_ms,runnable_wait_ms,top_thread,top_thread_score_ns
403,9434063,0,16.124,86,55.811,25.709,tracepilot:18002,17813860
404,9434100,0,16.17,99,74.608,31.839,tracepilot:18002,18502341
405,9434137,0,16.192,96,73.386,34.18,tracepilot:18002,18105379
406,9434174,0,16.119,81,66.262,28.472,tracepilot:18002,18548853
407,9434211,0,16.166,87,67.469,26.173,tracepilot:18002,18441018
408,9434248,0,16.22,93,67.261,22.987,tracepilot:18002,18088344
409,9434285,0,16.194,85,53.52,19.581,tracepilot:18002,18664869
410,9434322,0,16.225,79,68.518,17.315,tracepilot:18002,18529782
411,9434359,0,16.202,72,47.654,13.615,tracepilot:18002,18492334
412,9434372,0,16.184,79,59.561,26.01,tracepilot:18002,18217453
413,9434409,0,16.159,87,63.8,29.128,tracepilot:18002,18207496
414,9434446,0,16.14,91,59.178,25.708,tracepilot:18002,18321615
415,9434483,0,16.106,99,78.116,36.025,tracepilot:18002,18240310
416,9434520,0,16.193,86,69.466,25.561,traced_probes:1222,17966552
417,9434557,0,16.192,81,51.283,22.645,tracepilot:18002,18351045
418,9434594,0,16.17,75,63.424,25.666,tracepilot:18002,18377868
419,9434631,0,16.084,99,82.557,44.218,kworker/u16:11:6879,19245303
420,9434668,0,16.238,83,53.295,25.006,tracepilot:18002,18308087
421,9434705,0,16.286,82,53.098,18.333,tracepilot:18002,18430622
422,9434742,0,16.125,80,60.402,16.832,tracepilot:18002,18415359
423,9434779,0,16.17,72,34.551,12.219,tracepilot:18002,18042349
424,9434804,0,16.08,67,55.642,15.495,tracepilot:18002,18244290
425,9434817,0,16.064,85,73.273,31.323,tracepilot:18002,18310740
426,9434830,0,16.34,74,55.566,10.574,Thread-57921:15807,20656465
427,9434843,0,16.217,72,56.326,10.21,Thread-57921:15807,20600000
428,9434856,0,16.263,78,80.83,17.246,Thread-57921:15807,20689829
429,9434869,0,16.181,73,38.069,12.655,tracepilot:18002,18385602
430,9434882,0,16.116,72,45.374,12.438,tracepilot:18002,18287568
431,9434895,0,16.101,98,82.772,30.01,tracepilot:18002,18264191
432,9434920,0,16.284,89,78.156,34.718,binder:1209_17:4164,19265789
433,9434957,0,16.016,94,82.382,30.964,binder:1209_17:4164,20219832
434,9434994,0,16.278,109,80.32,43.287,tracepilot:18002,18426110
435,9435013,0,16.161,100,80.458,26.934,tracepilot:18002,18422426
436,9435050,0,16.231,90,81.534,28.885,tracepilot:18002,18263983
437,9435087,0,16.238,96,71.022,29.571,tracepilot:18002,18148422
438,9435124,0,16.21,88,65.461,32.032,tracepilot:18002,18943374
439,9435161,0,16.194,89,75.979,36.618,tracepilot:18002,18265686
440,9435217,0,16.229,102,80.248,39.89,tracepilot:18002,18932495
441,9435236,0,16.231,104,67.18,37.561,tracepilot:18002,19115855
442,9435273,0,16.186,94,68.076,30.269,tracepilot:18002,19212627
443,9435310,0,16.248,100,67.443,31.288,tracepilot:18002,18615523
444,9435347,0,16.162,87,77.292,30.94,tracepilot:18002,18093293
445,9435384,0,16.269,93,81.242,35.981,tracepilot:18002,17785920
446,9435421,0,16.206,88,73.751,29.305,tracepilot:18002,18268507
447,9435458,0,16.365,88,64.588,32.09,tracepilot:18002,18425994
448,9435495,0,16.18,89,69.539,29.442,tracepilot:18002,18376064
449,9435532,0,16.179,92,65.628,26.164,tracepilot:18002,18432931
450,9435569,0,16.191,96,74.495,20.54,kswapd0:92,20612512
451,9435606,0,16.269,85,103.023,13.167,kswapd0:92,20615531
452,9435631,0,16.259,75,60.785,11.006,tracepilot:18002,18395197
453,9435656,0,16.127,81,57.836,15.03,tracepilot:18002,18493454
454,9435669,0,16.411,77,56.952,13.516,tracepilot:18002,18678541
455,9435706,0,16.141,92,58.4,16.68,tracepilot:18002,18167584
456,9435731,0,16.183,93,58.371,21.577,tracepilot:18002,18179194
457,9435768,0,16.172,73,55.143,16.06,tracepilot:18002,18310326
458,9435781,0,16.145,94,55.109,27.135,tracepilot:18002,18004670
459,9435818,0,15.985,82,42.754,14.334,tracepilot:18002,18396761
460,9435831,0,16.147,76,46.441,15.84,tracepilot:18002,18306085
461,9435844,0,16.149,87,67.931,29.019,tracepilot:18002,18261407
462,9435881,0,16.181,95,58.388,29.524,tracepilot:18002,18465173
463,9435918,0,16.094,94,62.865,30.471,tracepilot:18002,17826416
464,9435955,0,16.074,89,71.099,28.427,tracepilot:18002,18169630
465,9435992,0,16.302,102,60.877,33.036,tracepilot:18002,18291704
466,9436029,0,16.188,87,61.207,25.428,tracepilot:18002,18327206
467,9436066,0,16.182,90,60.311,26.073,tracepilot:18002,18183560
468,9436103,0,16.318,96,73.053,30.27,tracepilot:18002,18466904
469,9436141,0,16.186,91,61.008,29.73,tracepilot:18002,18194627
470,9436179,0,16.215,97,77.96,35.773,tracepilot:18002,18273706
471,9436217,0,16.207,92,64.117,33.416,tracepilot:18002,18575336
472,9436255,0,16.209,87,67.903,26.478,tracepilot:18002,18290505
473,9436274,0,16.306,110,82.664,48.75,tracepilot:18002,18387549
474,9436311,0,16.186,92,81.487,34.756,tracepilot:18002,18182147
475,9436348,0,16.195,104,92.795,31.97,tracepilot:18002,17017841
476,9436385,0,16.159,98,88.511,33.552,tracepilot:18002,16921451
477,9436422,0,16.267,87,77.679,42.061,tracepilot:18002,18558133
478,9436459,0,16.179,99,83.557,29.425,tracepilot:18002,17199315
479,9436496,0,16.222,106,75.356,29.507,tracepilot:18002,17986285
480,9436533,0,16.082,89,76.945,22.967,tracepilot:18002,18544009
481,9436570,0,16.039,71,56.908,11.655,tracepilot:18002,18280386
482,9436583,0,16.145,72,53.585,12.721,tracepilot:18002,18244857
483,9436596,0,16.098,94,62.363,24.681,tracepilot:18002,18519298
484,9436621,0,16.108,88,65.155,25.503,tracepilot:18002,18213382
485,9436658,0,16.105,100,83.251,34.78,tracepilot:18002,18054703
486,9436695,0,16.18,90,79.854,33.595,tracepilot:18002,18391352
487,9436732,0,16.179,94,61.688,28.886,tracepilot:18002,18279884
488,9436769,0,16.135,86,60.739,26.043,tracepilot:18002,18270744
489,9436806,0,16.011,94,62.564,27.74,tracepilot:18002,18511593
490,9436843,0,16.134,91,58.009,29.776,tracepilot:18002,18126602
491,9436880,0,16.177,92,55.815,26.404,tracepilot:18002,18304687
492,9436917,0,16.148,107,77.246,31.663,tracepilot:18002,18623241
493,9436954,0,16.254,124,80.499,33.01,kswapd0:92,20600000
494,9436991,0,16.176,108,71.912,36.274,tracepilot:18002,18665119
495,9437028,0,16.098,95,58.027,22.34,tracepilot:18002,18502308
496,9437065,0,16.162,98,58.477,22.023,tracepilot:18002,18117496
497,9437102,0,16.175,100,55.942,24.409,tracepilot:18002,18202353
498,9437139,0,16.221,78,55.45,14.855,tracepilot:18002,18466741
499,9437176,0,16.24,103,51.544,22.212,tracepilot:18002,18432022
500,9437201,0,16.297,94,64.902,35.638,tracepilot:18002,18486418
501,9437239,0,16.114,97,61.488,18.346,tracepilot:18002,18358798
502,9437277,0,16.168,100,56.48,21.214,tracepilot:18002,18474254
503,9437296,0,16.278,92,71.483,24.695,tracepilot:18002,18263957
504,9437333,0,16.282,82,62.689,16.726,tracepilot:18002,18561146
505,9437370,0,16.349,95,75.088,21.678,tracepilot:18002,18422021
506,9437407,0,16.276,75,63.781,16.203,tracepilot:18002,18456015
507,9437432,0,16.268,78,61.986,12.807,tracepilot:18002,18374289
508,9437445,0,16.18,91,61.164,29.913,tracepilot:18002,18435197
509,9437482,0,16.179,88,86.584,33.925,tracepilot:18002,18329590
510,9437519,0,16.159,89,74.775,36.022,tracepilot:18002,18491237
511,9437556,0,16.169,92,63.038,24.602,tracepilot:18002,17988350
512,9437593,0,16.003,82,68.982,26.472,tracepilot:18002,17813828
513,9437630,0,16.156,87,66.057,20.402,tracepilot:18002,18441042
514,9437667,0,16.153,84,48.333,19.968,tracepilot:18002,17488522
515,9437704,0,16.146,85,42.864,14.305,tracepilot:18002,18344144
516,9437741,0,16.143,85,61.207,17.064,tracepilot:18002,18336954
517,9437778,0,16.134,90,54.277,20.752,tracepilot:18002,18505673
518,9437815,0,16.108,80,54.332,13.718,tracepilot:18002,18344141
519,9437852,0,16.149,77,58.3,16.408,tracepilot:18002,18193999
520,9437877,0,16.195,86,56.988,16.692,tracepilot:18002,18536715
521,9437914,0,16.178,84,46.856,15.164,tracepilot:18002,18458660
522,9437951,0,16.162,93,66.266,22.281,tracepilot:18002,18337184
523,9437988,0,16.08,85,56.371,23.719,tracepilot:18002,18307876
524,9438025,0,16.213,83,43.686,17.291,tracepilot:18002,17942478
525,9438062,0,16.219,94,51.02,16.5,tracepilot:18002,18422901
526,9438099,0,16.15,103,55.891,25.962,tracepilot:18002,18424015
527,9438136,0,16.168,89,54.236,19.803,tracepilot:18002,18076141
528,9438173,0,16.176,73,46.709,12.922,tracepilot:18002,18445254
529,9438198,0,16.073,81,42.94,14.835,tracepilot:18002,18054990
530,9438211,0,16.198,69,51.304,14.487,tracepilot:18002,18302543
531,9438224,0,16.327,107,82.29,42.984,tracepilot:18002,18341514
532,9438262,0,16.266,80,47.57,13.181,tracepilot:18002,17904503
533,9438288,0,16.143,76,41.277,14.711,tracepilot:18002,18245789
534,9438302,0,16.101,110,80.903,27.957,tracepilot:18002,18351240
535,9438328,0,16.106,88,68.862,30.415,tracepilot:18002,18132055
536,9438347,0,16.152,99,76.964,31.604,tracepilot:18002,18232069
537,9438384,0,16.162,96,82.058,34.567,tracepilot:18002,18224844
538,9438421,0,16.234,92,78.588,32.265,tracepilot:18002,18601826
539,9438458,0,16.216,91,69.142,25.442,tracepilot:18002,18436454
540,9438495,0,16.154,93,79.801,31.434,tracepilot:18002,18355736
541,9438532,0,16.301,96,79.633,32.312,tracepilot:18002,18477982
542,9438569,0,16.158,95,76.216,33.889,tracepilot:18002,18565086
543,9438606,0,16.131,89,76.372,35.628,tracepilot:18002,18412453
544,9438643,0,16.171,84,76.306,33.862,tracepilot:18002,18308464
545,9438680,0,16.061,87,70.361,27.414,tracepilot:18002,18260684
546,9438717,0,16.083,88,55.485,23.724,tracepilot:18002,18345322
547,9438754,0,16.203,92,57.221,30.258,tracepilot:18002,18586581
548,9438791,0,16.173,87,51.933,25.088,tracepilot:18002,18442631
549,9438828,0,16.154,85,51.93,25.591,tracepilot:18002,18467690
550,9438865,0,16.25,85,56.97,23.21,tracepilot:18002,18060764
551,9438902,0,16.078,87,71.0,26.093,tracepilot:18002,18542273
552,9438939,0,16.124,82,64.667,25.978,tracepilot:18002,18346560
553,9438976,0,16.191,82,48.252,23.486,tracepilot:18002,18089550
554,9439013,0,16.134,82,50.793,19.286,tracepilot:18002,18244668
555,9439050,0,16.188,83,44.789,16.11,tracepilot:18002,18275716
556,9439087,0,16.185,89,58.957,22.131,tracepilot:18002,18587566
557,9439124,0,16.257,92,49.706,24.709,tracepilot:18002,16464118
558,9439161,0,16.184,96,52.036,24.165,tracepilot:18002,19057128
559,9439198,0,16.52,96,55.093,26.969,tracepilot:18002,18819465
560,9439236,0,16.197,94,63.394,22.175,tracepilot:18002,18137667
561,9439274,0,16.154,101,75.779,34.272,tracepilot:18002,18201829
562,9439312,0,16.275,104,89.274,38.385,kswapd0:92,20635235
563,9439350,0,16.292,101,78.513,29.185,kswapd0:92,20644497
564,9439387,0,16.337,104,89.25,39.745,kswapd0:92,20650294
565,9439425,0,16.161,92,53.902,17.568,tracepilot:18002,18502235
566,9439462,0,16.412,106,83.779,35.375,kworker/u16:11:6879,19636326
567,9439481,0,16.166,92,69.389,17.517,tracepilot:18002,16912367
568,9439537,0,16.23,78,58.79,13.889,tracepilot:18002,18321041
569,9439544,0,16.198,69,70.675,13.526,tracepilot:18002,18242034
570,9439557,0,16.189,87,66.896,21.871,tracepilot:18002,18789346
571,9439582,0,16.175,88,92.19,36.597,tracepilot:18002,18498788
572,9439619,0,16.187,85,77.032,30.401,tracepilot:18002,17852497
573,9439656,0,16.174,91,72.613,31.987,tracepilot:18002,18241949
574,9439693,0,16.096,88,86.694,30.847,tracepilot:18002,18419571
575,9439730,0,16.18,84,73.546,34.244,tracepilot:18002,18614298
576,9439767,0,16.097,85,70.35,22.044,tracepilot:18002,18282746
577,9439804,0,15.894,95,82.436,30.244,tracepilot:18002,18458425
578,9439841,0,16.127,89,56.551,21.736,tracepilot:18002,18496688
579,9439878,0,16.163,85,56.859,23.563,tracepilot:18002,18478251
580,9439915,0,16.133,87,70.067,26.086,tracepilot:18002,18354924
581,9439952,0,16.072,89,62.748,28.951,tracepilot:18002,18325701
582,9439989,0,16.105,85,51.903,22.397,tracepilot:18002,18003748
583,9440026,0,16.115,97,67.496,30.11,tracepilot:18002,19125186
584,9440063,0,16.272,87,51.91,22.695,tracepilot:18002,18721213
585,9440100,0,16.164,83,59.507,24.055,tracepilot:18002,18162066
586,9440137,0,16.129,89,64.636,23.94,tracepilot:18002,17810770
587,9440174,0,16.078,84,54.695,25.675,tracepilot:18002,18196018
588,9440211,0,16.255,73,57.151,22.668,tracepilot:18002,18234075
589,9440248,0,16.244,87,67.774,25.635,tracepilot:18002,17979139
590,9440285,0,16.177,86,43.124,15.967,tracepilot:18002,18576714
591,9440322,0,16.16,82,46.485,16.721,tracepilot:18002,18434916
592,9440359,0,16.154,102,94.875,41.65,kworker/u16:11:6879,20404145
593,9440396,0,16.286,99,64.467,22.993,tracepilot:18002,16817737
594,9440433,0,16.129,90,56.844,24.994,tracepilot:18002,18360868
595,9440470,0,16.281,91,58.01,22.388,tracepilot:18002,18238137
596,9440507,0,16.161,100,48.25,17.569,tracepilot:18002,18160103
597,9440532,0,16.336,72,39.917,14.203,tracepilot:18002,18362981
598,9440546,0,16.108,96,61.996,31.796,tracepilot:18002,18610207
599,9440572,0,16.202,92,65.206,20.513,tracepilot:18002,18277359
600,9440591,0,16.322,79,62.983,15.393,tracepilot:18002,18297371
601,9440628,0,16.134,90,85.994,25.335,tracepilot:18002,18492543
602,9440665,0,16.176,96,73.073,26.235,tracepilot:18002,18520129
603,9440702,0,16.186,86,70.099,18.009,tracepilot:18002,17904702
604,9440739,0,16.15,76,66.525,14.058,tracepilot:18002,18299392
605,9440752,0,16.149,74,62.858,15.646,tracepilot:18002,18070546
606,9440765,0,16.085,74,58.36,16.171,tracepilot:18002,18428172
607,9440778,0,16.166,72,57.94,13.034,tracepilot:18002,18455937
608,9440791,0,16.285,82,57.927,15.75,tracepilot:18002,18039982
609,9440828,0,16.231,71,59.296,13.469,tracepilot:18002,18355014
610,9440841,0,16.21,75,57.465,12.39,tracepilot:18002,18481961
611,9440854,0,16.163,72,57.823,16.452,tracepilot:18002,18347078
612,9440867,0,16.119,76,58.374,22.972,tracepilot:18002,18317154
613,9440880,0,16.132,71,55.946,14.37,tracepilot:18002,18398090
614,9440893,0,16.094,85,65.553,33.899,tracepilot:18002,18228549
615,9440930,0,16.122,100,81.395,32.758,tracepilot:18002,18334294
616,9440967,0,16.106,89,81.428,36.016,tracepilot:18002,18471173
617,9441004,0,16.175,91,67.324,35.362,tracepilot:18002,18363539
618,9441041,0,16.08,87,76.471,33.619,tracepilot:18002,18269262
619,9441078,0,16.261,84,77.134,30.464,tracepilot:18002,18878004
620,9441115,0,16.344,88,68.652,29.382,tracepilot:18002,16916950
621,9441152,0,16.174,93,64.814,27.26,tracepilot:18002,18191071
622,9441189,0,16.066,88,62.437,28.068,tracepilot:18002,18164429
623,9441226,0,16.15,97,81.877,32.222,kworker/u16:11:6879,18857635
624,9441264,0,16.172,90,67.268,24.862,tracepilot:18002,17420145
625,9441301,0,16.168,81,58.899,26.444,tracepilot:18002,18546074
626,9441338,0,16.128,80,59.136,24.351,tracepilot:18002,18297318
627,9441375,0,16.263,84,50.056,24.103,tracepilot:18002,18435255
628,9441412,0,16.215,90,63.892,22.951,tracepilot:18002,18111448
629,9441449,0,16.208,86,52.384,23.489,tracepilot:18002,18337214
630,9441486,0,16.151,96,55.432,26.423,tracepilot:18002,17774488
631,9441523,0,16.217,92,63.576,25.854,tracepilot:18002,18205614
632,9441560,0,16.19,105,60.171,25.506,tracepilot:18002,18179538
633,9441597,0,16.29,114,80.848,33.797,kswapd0:92,19549459
634,9441634,0,16.315,93,62.816,28.596,tracepilot:18002,19032309
635,9441672,0,16.138,95,65.882,31.536,tracepilot:18002,18406762
636,9441710,0,16.171,90,63.684,32.595,tracepilot:18002,18116970
637,9441729,0,16.265,100,81.789,33.646,tracepilot:18002,18324381
638,9441766,0,16.193,95,81.008,35.547,tracepilot:18002,18060895
639,9441803,0,16.195,92,76.098,28.466,tracepilot:18002,18544063
640,9441840,0,16.246,91,80.826,33.136,tracepilot:18002,18628472
641,9441896,0,16.3,103,71.955,32.093,tracepilot:18002,18427210
642,9441915,0,16.138,86,69.372,33.15,tracepilot:18002,18729316
643,9441952,0,16.213,91,89.549,31.99,tracepilot:18002,18008622
644,9441989,0,16.321,91,73.808,28.633,tracepilot:18002,18043078
645,9442026,0,16.17,87,54.544,24.787,tracepilot:18002,17759106
646,9442063,0,16.234,91,77.452,20.086,tracepilot:18002,17254316
647,9442100,0,16.119,97,70.572,24.799,tracepilot:18002,16554327
648,9442137,0,16.081,93,62.388,27.26,tracepilot:18002,18366987
649,9442174,0,16.191,86,57.092,20.899,tracepilot:18002,18321437
650,9442211,0,16.257,93,76.574,23.335,tracepilot:18002,18272928
651,9442248,0,16.12,96,49.026,15.723,tracepilot:18002,17960628
652,9442285,0,16.102,92,63.123,21.769,tracepilot:18002,18277043
653,9442322,0,16.183,82,47.239,14.955,tracepilot:18002,18209990
654,9442359,0,16.034,76,36.664,11.44,tracepilot:18002,18299197
655,9442372,0,16.091,71,39.529,13.181,tracepilot:18002,18515311
656,9442385,0,16.016,72,56.059,17.219,tracepilot:18002,18457194
657,9442398,0,16.01,89,76.154,28.656,tracepilot:18002,18166057
658,9442423,0,16.095,96,70.402,42.739,tracepilot:18002,18146969
659,9442460,0,16.099,92,71.36,32.456,tracepilot:18002,18244633
660,9442497,0,16.302,87,54.046,23.328,tracepilot:18002,18283652
661,9442534,0,16.187,99,57.356,29.085,tracepilot:18002,18397926
662,9442571,0,16.201,90,66.269,22.444,tracepilot:18002,17941593
663,9442608,0,16.167,85,54.815,25.712,tracepilot:18002,18468736
664,9442645,0,16.107,91,69.357,29.781,tracepilot:18002,18184303
665,9442682,0,16.155,93,72.215,26.195,tracepilot:18002,18542046
666,9442719,0,16.206,94,58.781,26.6,tracepilot:18002,18131049
667,9442756,0,16.271,79,42.382,18.752,tracepilot:18002,18464646
668,9442794,0,16.213,88,65.69,21.297,tracepilot:18002,18550128
669,9442831,0,16.339,89,52.886,20.528,tracepilot:18002,18406775
670,9442850,0,16.221,90,70.57,21.488,tracepilot:18002,18202669
671,9442887,0,16.389,96,87.398,23.539,tracepilot:18002,18325932
672,9442924,0,16.184,98,76.528,34.301,tracepilot:18002,18434931
673,9442961,0,16.122,91,67.767,27.844,tracepilot:18002,18071866
674,9442998,0,16.289,94,74.562,25.688,tracepilot:18002,19035080
675,9443035,0,16.148,83,75.779,30.299,tracepilot:18002,18378134
676,9443072,0,16.168,90,79.682,30.841,tracepilot:18002,17379356
677,9443109,0,16.359,96,91.827,40.516,kworker/u16:11:6879,20700146
678,9443146,0,16.215,97,82.837,32.311,tracepilot:18002,18936133
679,9443183,0,16.155,91,71.437,34.259,tracepilot:18002,18337089
680,9443220,0,16.097,96,67.011,25.705,tracepilot:18002,18391149
681,9443257,0,16.192,92,65.154,22.694,tracepilot:18002,17893054
682,9443294,0,16.134,87,65.445,22.054,tracepilot:18002,18156812
683,9443331,0,16.167,98,66.932,21.276,tracepilot:18002,18513951
684,9443368,0,16.162,89,59.593,19.204,tracepilot:18002,18195961
685,9443405,0,16.14,78,52.59,22.838,tracepilot:18002,18285372
686,9443442,0,16.12,89,66.189,31.059,tracepilot:18002,18146628
687,9443479,0,16.166,86,92.223,28.873,kswapd0:92,20613408
688,9443516,0,16.151,95,81.509,34.134,kswapd0:92,20600000
689,9443553,0,16.219,109,96.978,31.506,kswapd0:92,20636428
690,9443590,0,16.143,86,48.635,24.585,tracepilot:18002,18505867
691,9443627,0,16.105,81,54.154,23.398,tracepilot:18002,18413423
692,9443664,0,16.261,88,69.105,25.665,tracepilot:18002,18487147
693,9443701,0,16.214,97,71.839,27.84,kswapd0:92,20608980
694,9443738,0,16.151,82,58.86,32.972,tracepilot:18002,18295708
695,9443775,0,16.155,107,65.99,26.769,tracepilot:18002,18252406
696,9443812,0,16.163,98,63.608,28.355,tracepilot:18002,18369698
697,9443849,0,16.264,104,100.648,37.813,kswapd0:92,20457496
698,9443887,0,16.169,94,63.131,30.068,tracepilot:18002,18470620
699,9443925,0,16.197,97,70.998,29.075,tracepilot:18002,18524312
700,9443944,0,16.301,97,78.707,27.973,tracepilot:18002,18248258
701,9443981,0,16.098,94,83.619,28.465,tracepilot:18002,18678584
702,9444018,0,16.194,97,74.082,33.262,tracepilot:18002,18668518
703,9444055,0,16.16,92,89.333,32.337,tracepilot:18002,17975104
704,9444092,0,16.176,83,74.724,26.68,tracepilot:18002,18265480
705,9444129,0,16.239,95,69.932,30.093,tracepilot:18002,18761245
706,9444166,0,16.123,100,85.258,30.341,tracepilot:18002,16299011
707,9444203,0,16.107,88,74.395,47.35,tracepilot:18002,17885938
708,9444240,0,16.205,104,67.911,29.665,tracepilot:18002,18252803
709,9444277,0,16.116,102,77.942,31.532,tracepilot:18002,18923612
710,9444314,0,16.165,89,64.641,28.937,tracepilot:18002,18343890
711,9444351,0,16.301,94,81.38,33.709,tracepilot:18002,18166156
712,9444388,0,16.112,87,63.325,25.079,tracepilot:18002,18745264
713,9444425,0,16.16,93,84.378,41.556,tracepilot:18002,16989968
714,9444462,0,16.103,92,88.345,37.152,tracepilot:18002,18423059
715,9444499,0,16.139,86,70.916,26.977,tracepilot:18002,18132794
716,9444536,0,16.215,85,79.671,30.916,tracepilot:18002,18246578
717,9444573,0,16.116,88,86.403,31.074,tracepilot:18002,18230962
718,9444610,0,16.173,90,57.02,27.38,tracepilot:18002,18138170
719,9444647,0,16.245,86,47.282,21.479,tracepilot:18002,17303624
720,9444684,0,16.157,98,61.543,23.884,tracepilot:18002,18302234
721,9444721,0,16.224,79,38.522,14.188,tracepilot:18002,18568893
722,9444758,0,16.294,73,40.027,14.18,tracepilot:18002,18566108
723,9444783,0,16.212,72,54.874,14.16,tracepilot:18002,18257736
724,9444796,0,16.049,93,53.952,23.365,tracepilot:18002,18506289
725,9444821,0,16.277,88,56.437,27.947,tracepilot:18002,18346815
726,9444858,0,16.197,97,57.427,22.521,tracepilot:18002,18422870
727,9444883,0,16.281,92,63.979,31.165,tracepilot:18002,17995344
728,9444920,0,16.142,88,73.806,27.816,kworker/u16:11:6879,20382259
729,9444957,0,16.349,91,54.792,15.217,tracepilot:18002,17499323
730,9444982,0,16.145,80,78.526,33.372,kswapd0:92,20626793
731,9445037,0,16.167,92,86.404,24.973,kswapd0:92,20600000
732,9445074,0,16.257,97,78.0,22.654,kswapd0:92,20600000
733,9445111,0,16.245,86,74.88,13.372,kswapd0:92,20600000
734,9445148,0,16.303,99,75.559,20.669,kswapd0:92,20600000
735,9445173,0,16.238,99,80.592,24.956,kswapd0:92,20604172
736,9445210,0,16.19,110,58.634,20.365,tracepilot:18002,18580974
737,9445248,0,16.34,91,59.768,23.257,tracepilot:18002,18295481
738,9445286,0,16.093,98,64.868,29.884,tracepilot:18002,18400803
739,9445324,0,16.173,96,85.962,34.96,tracepilot:18002,18016101
740,9445343,0,16.206,93,92.799,39.974,tracepilot:18002,18362648
741,9445380,0,16.275,108,87.457,45.333,tracepilot:18002,17972860
742,9445417,0,16.089,86,78.936,33.798,tracepilot:18002,18505021
743,9445454,0,16.144,97,70.821,23.084,tracepilot:18002,18777846
744,9445491,0,16.191,77,63.83,17.113,tracepilot:18002,18481172
745,9445504,0,16.215,75,71.766,16.182,tracepilot:18002,18237742
746,9445517,0,16.193,70,53.888,14.784,tracepilot:18002,18452454
747,9445530,0,16.215,97,89.124,36.241,tracepilot:18002,17727066
748,9445555,0,16.148,97,89.385,38.483,kworker/u16:11:6879,20501913
749,9445592,0,16.304,88,79.186,33.185,tracepilot:18002,18470796
750,9445629,0,16.152,97,74.004,31.704,tracepilot:18002,18449472
751,9445666,0,16.118,87,65.572,25.313,tracepilot:18002,18019623
752,9445703,0,16.223,88,63.892,26.757,tracepilot:18002,18735089
753,9445740,0,16.2,90,56.018,24.621,tracepilot:18002,18505885
754,9445777,0,16.16,89,60.258,20.138,tracepilot:18002,18453824
755,9445814,0,16.136,83,56.076,26.177,tracepilot:18002,18340585
756,9445851,0,16.167,81,43.601,15.22,tracepilot:18002,17516999
757,9445888,0,16.088,73,42.27,12.041,tracepilot:18002,18397763
758,9445913,0,16.179,88,59.988,24.387,tracepilot:18002,18230348
759,9445950,0,16.151,89,56.151,26.911,tracepilot:18002,17880007
760,9445987,0,16.153,83,58.04,23.921,tracepilot:18002,18527911
761,9446024,0,16.168,91,53.465,25.425,tracepilot:18002,18644479
762,9446061,0,16.179,86,54.654,26.449,tracepilot:18002,18306713
763,9446098,0,16.197,84,45.309,21.235,tracepilot:18002,18436023
764,9446135,0,16.198,91,47.608,19.545,tracepilot:18002,18511130
765,9446172,0,16.099,92,58.799,21.159,tracepilot:18002,18284693
766,9446209,0,16.168,95,62.564,21.993,tracepilot:18002,18487399
767,9446246,0,16.229,98,55.836,25.948,tracepilot:18002,18450551
768,9446283,0,16.212,101,66.464,29.419,tracepilot:18002,16780362
769,9446321,0,16.161,90,61.565,26.432,tracepilot:18002,18693925
770,9446359,0,16.127,96,62.143,24.965,tracepilot:18002,17825663
771,9446397,0,16.126,98,72.852,34.662,tracepilot:18002,18444774
772,9446416,0,15.989,93,79.786,31.408,tracepilot:18002,17802832
773,9446453,0,16.164,99,109.432,47.83,traced_probes:1222,19972319
774,9446490,0,16.187,97,81.445,26.514,tracepilot:18002,18503954
775,9446527,0,16.193,88,96.098,32.182,kswapd0:92,20600000
776,9446564,0,16.128,104,98.707,35.914,kswapd0:92,20600000
777,9446601,0,16.142,95,82.679,34.037,kswapd0:92,20600000
778,9446638,0,16.214,93,86.902,28.447,kswapd0:92,20600000
779,9446675,0,16.102,103,105.443,37.928,kworker/u16:11:6879,20339523
780,9446712,0,16.203,89,74.007,25.537,tracepilot:18002,18248672
781,9446749,0,16.145,87,72.581,38.107,tracepilot:18002,18878002
782,9446786,0,16.138,93,91.554,37.151,traced_probes:1222,19552799
783,9446823,0,16.189,88,59.571,30.318,tracepilot:18002,18327740
784,9446860,0,16.232,86,61.197,27.823,tracepilot:18002,18238955
785,9446897,0,16.32,84,88.789,32.392,tracepilot:18002,18340080
786,9446934,0,16.155,94,81.049,26.823,tracepilot:18002,18420660
787,9446971,0,16.365,83,65.769,27.806,tracepilot:18002,18169585
788,9447008,0,16.142,88,70.0,28.16,tracepilot:18002,18523061
789,9447045,0,16.252,101,70.816,29.053,tracepilot:18002,18373131
790,9447082,0,16.129,85,60.652,28.921,tracepilot:18002,18446212
791,9447119,0,16.228,86,77.414,29.451,traced_probes:1222,18791808
792,9447156,0,16.15,89,63.828,27.208,tracepilot:18002,18327971
793,9447193,0,16.145,69,54.257,25.42,tracepilot:18002,18260751
794,9447230,0,16.195,93,58.792,27.613,tracepilot:18002,18004771
795,9447267,0,16.134,82,49.315,24.024,tracepilot:18002,18694569
796,9447304,0,16.124,88,52.632,26.686,tracepilot:18002,18384151
797,9447341,0,16.158,100,73.807,29.18,tracepilot:18002,17951227
798,9447378,0,16.152,100,55.491,29.052,tracepilot:18002,18233902
799,9447415,0,16.09,92,68.188,27.552,tracepilot:18002,18827174
